LANP_label,ENG_label,AgeGroup,ST_label,n
Other Native North American languages,Not well,Adult,New Mexico/NM,366
Romanian,Well,Senior,Michigan/MI,366
Sinhala,Very well,Adult,Pennsylvania/PA,366
Tigrinya,Very well,Adult,Arizona/AZ,366
Armenian,Very well,Youth,New York/NY,365
Filipino,Well,Senior,Pennsylvania/PA,365
Gujarati,Not well,Senior,Maryland/MD,365
Hebrew,Very well,Adult,Tennessee/TN,365
Japanese,Well,Adult,Missouri/MO,365
Khmer,Well,Adult,Arizona/AZ,365
Min Nan Chinese,Very well,Adult,Arizona/AZ,365
Nepali,Very well,Youth,Iowa/IA,365
Other Afro-Asiatic languages,Very well,Adult,Illinois/IL,365
Other Bantu languages,Very well,Adult,Nevada/NV,365
Other Bantu languages,Very well,Adult,Wisconsin/WI,365
Russian,Not well,Youth,New Jersey/NJ,365
German,Well,Adult,Alabama/AL,364
Gujarati,Very well,Senior,Alabama/AL,364
Haitian,Well,Youth,Pennsylvania/PA,364
Japanese,Very well,Senior,Tennessee/TN,364
Kannada,Very well,Youth,Tennessee/TN,364
Lao,Well,Adult,Arizona/AZ,364
Oromo,Well,Adult,Texas/TX,364
Other Central and South American languages,Not well,Adult,Texas/TX,364
Other English-based Creole languages,Not well,Adult,New York/NY,364
Other English-based Creole languages,Well,Adult,Ohio/OH,364
Other Native North American languages,Very well,Adult,Massachusetts/MA,364
Portuguese,Very well,Senior,Oregon/OR,364
Tagalog,Very well,Senior,Tennessee/TN,364
Telugu,Not well,Adult,Florida/FL,364
Ukrainian,Well,Adult,Virginia/VA,364
Amharic,Well,Senior,Maryland/MD,363
Chin languages,Well,Youth,Iowa/IA,363
Chin languages,Very well,Youth,Maryland/MD,363
Lithuanian,Well,Adult,California/CA,363
Min Nan Chinese,Very well,Adult,Georgia/GA,363
Other Indo-Iranian languages,Very well,Adult,Florida/FL,363
Polish,Well,Adult,Georgia/GA,363
Russian,Not well,Youth,Ohio/OH,363
Tagalog,Well,Youth,Nevada/NV,363
Telugu,Not well,Adult,Illinois/IL,363
Yoruba,Not well,Adult,Maryland/MD,363
Armenian,Very well,Youth,Illinois/IL,362
Bosnian,Not at all,Adult,Illinois/IL,362
Bulgarian,Very well,Senior,New York/NY,362
Chinese,Not well,Adult,Mississippi/MS,362
Dutch,Very well,Senior,Wisconsin/WI,362
Farsi,Very well,Adult,Mississippi/MS,362
German,Well,Senior,Iowa/IA,362
Haitian,Well,Adult,Ohio/OH,362
Hebrew,Very well,Adult,Wisconsin/WI,362
Japanese,Very well,Adult,Arkansas/AR,362
Karen languages,Well,Adult,Iowa/IA,362
Khmer,Very well,Adult,Louisiana/LA,362
Malayalam,Very well,Adult,South Carolina/SC,362
Nilo-Saharan languages,Very well,Youth,Arizona/AZ,362
Other and unspecified languages,Very well,Adult,Missouri/MO,362
Polish,Very well,Adult,Nebraska/NE,362
Somali,Well,Adult,Oregon/OR,362
Swahili,Not well,Youth,Texas/TX,362
Swahili,Very well,Adult,Louisiana/LA,362
Tagalog,Not well,Youth,Washington/WA,362
Thai,Well,Youth,Texas/TX,362
Thai,Well,Adult,Nebraska/NE,362
Turkish,Not well,Adult,Pennsylvania/PA,362
Cantonese,Well,Youth,Hawaii/HI,361
Cantonese,Very well,Youth,Michigan/MI,361
Hindi,Not well,Adult,Ohio/OH,361
Indonesian,Well,Adult,Virginia/VA,361
Italian,Very well,Youth,Georgia/GA,361
Kabuverdianu,Well,Adult,Rhode Island/RI,361
Lao,Well,Adult,Pennsylvania/PA,361
Malayalam,Very well,Adult,Louisiana/LA,361
Mandarin,Well,Adult,Alabama/AL,361
Other Philippine languages,Very well,Senior,New Jersey/NJ,361
Samoan,Not well,Adult,Hawaii/HI,361
Swedish,Very well,Youth,North Carolina/NC,361
Turkish,Well,Youth,California/CA,361
Turkish,Very well,Senior,Illinois/IL,361
Ukrainian,Not at all,Adult,California/CA,361
Yoruba,Not well,Adult,Georgia/GA,361
Chinese,Not at all,Senior,Minnesota/MN,360
German,Well,Adult,Utah/UT,360
Hawaiian,Very well,Adult,Washington/WA,360
Khmer,Well,Adult,North Carolina/NC,360
Kurdish,Not well,Adult,Texas/TX,360
Lao,Well,Senior,Arkansas/AR,360
Min Nan Chinese,Well,Adult,Illinois/IL,360
Nepali,Not at all,Adult,Illinois/IL,360
Other Afro-Asiatic languages,Well,Adult,Massachusetts/MA,360
Serbocroatian,Very well,Adult,Texas/TX,360
Turkish,Very well,Adult,Utah/UT,360
Arabic,Very well,Senior,Connecticut/CT,359
Dutch,Very well,Senior,Tennessee/TN,359
Japanese,Well,Youth,Ohio/OH,359
Japanese,Very well,Youth,Kentucky/KY,359
Khmer,Very well,Youth,North Carolina/NC,359
Macedonian,Not well,Adult,Michigan/MI,359
Malayalam,Very well,Adult,Nevada/NV,359
Nepali,Very well,Adult,North Dakota/ND,359
Russian,Well,Youth,North Carolina/NC,359
Russian,Well,Adult,Montana/MT,359
Russian,Well,Adult,Utah/UT,359
Tigrinya,Very well,Senior,Virginia/VA,359
Bengali,Very well,Youth,Colorado/CO,358
Cajun French,Well,Adult,Louisiana/LA,358
Chinese,Very well,Adult,Maine/ME,358
Dutch,Very well,Adult,Oklahoma/OK,358
Gbe languages,Well,Adult,Illinois/IL,358
Korean,Not at all,Adult,Virginia/VA,358
Kurdish,Well,Adult,Missouri/MO,358
Macedonian,Very well,Adult,Texas/TX,358
Mandarin,Well,Youth,Illinois/IL,358
Mongolian,Not at all,Adult,Illinois/IL,358
Other Niger-Congo languages,Very well,Senior,Texas/TX,358
Ukrainian,Not well,Adult,Kentucky/KY,358
Uto-Aztecan languages,Very well,Adult,Colorado/CO,358
Vietnamese,Very well,Youth,Wisconsin/WI,358
Amharic,Not well,Senior,Texas/TX,357
Bengali,Well,Adult,Missouri/MO,357
Bulgarian,Very well,Youth,New York/NY,357
Chin languages,Not well,Adult,Kentucky/KY,357
Chinese,Not well,Youth,Georgia/GA,357
German,Well,Youth,Minnesota/MN,357
Haitian,Not at all,Senior,Connecticut/CT,357
Italian,Well,Adult,Oregon/OR,357
Konkani,Very well,Adult,Washington/WA,357
Lithuanian,Very well,Adult,New Jersey/NJ,357
Marathi,Well,Adult,Massachusetts/MA,357
Nepali,Well,Adult,Idaho/ID,357
Other and unspecified languages,Very well,Adult,Michigan/MI,357
Romanian,Very well,Youth,Connecticut/CT,357
Slovak,Well,Adult,New York/NY,357
Bengali,Well,Adult,Oregon/OR,356
Dutch,Well,Adult,Wisconsin/WI,356
Filipino,Not well,Senior,New York/NY,356
French,Well,Senior,South Carolina/SC,356
Gujarati,Well,Adult,Delaware/DE,356
Indonesian,Very well,Adult,Nevada/NV,356
Japanese,Very well,Adult,North Dakota/ND,356
Lao,Not well,Adult,Iowa/IA,356
Punjabi,Not well,Adult,Massachusetts/MA,356
Punjabi,Very well,Senior,Florida/FL,356
Shona,Well,Adult,Texas/TX,356
Swahili,Well,Senior,California/CA,356
Arabic,Well,Youth,Oregon/OR,355
Burmese,Very well,Adult,North Carolina/NC,355
Chinese,Not well,Youth,Maryland/MD,355
Chinese,Well,Adult,North Dakota/ND,355
Czech,Very well,Senior,Minnesota/MN,355
Finnish,Very well,Adult,Maryland/MD,355
Jamaican Creole English,Very well,Youth,South Carolina/SC,355
Lao,Very well,Adult,Alabama/AL,355
Malayalam,Not well,Adult,Illinois/IL,355
Mandarin,Very well,Adult,New Hampshire/NH,355
Pashto,Very well,Youth,Massachusetts/MA,355
Polish,Not well,Adult,Florida/FL,355
Romanian,Very well,Youth,South Carolina/SC,355
Swedish,Very well,Senior,Connecticut/CT,355
Swiss German,Very well,Youth,New York/NY,355
Thai,Very well,Adult,Louisiana/LA,355
Turkish,Very well,Adult,Kentucky/KY,355
German,Well,Adult,Hawaii/HI,354
Haitian,Very well,Adult,Iowa/IA,354
Igbo,Well,Adult,Massachusetts/MA,354
Indonesian,Very well,Adult,Indiana/IN,354
Other Bantu languages,Very well,Adult,Oklahoma/OK,354
Other Central and South American languages,Well,Adult,New York/NY,354
Slovak,Well,Adult,Florida/FL,354
Swahili,Not well,Adult,Illinois/IL,354
Urdu,Very well,Youth,Kentucky/KY,354
German,Well,Adult,New Hampshire/NH,353
Hungarian,Well,Senior,Ohio/OH,353
Hungarian,Very well,Senior,Texas/TX,353
Igbo,Very well,Senior,New Jersey/NJ,353
Jamaican Creole English,Very well,Youth,New Jersey/NJ,353
Jamaican Creole English,Very well,Adult,Minnesota/MN,353
Lao,Very well,Youth,Washington/WA,353
Other languages of Africa,Very well,Youth,Wisconsin/WI,353
Punjabi,Well,Youth,Washington/WA,353
Vietnamese,Not at all,Adult,Missouri/MO,353
Vietnamese,Well,Senior,Michigan/MI,353
Amharic,Very well,Adult,South Carolina/SC,352
Bulgarian,Well,Senior,California/CA,352
Chin languages,Well,Adult,Kentucky/KY,352
Chinese,Very well,Adult,Montana/MT,352
French,Not well,Senior,New Jersey/NJ,352
Gbe languages,Very well,Adult,North Carolina/NC,352
Haitian,Well,Adult,Louisiana/LA,352
Hawaiian,Very well,Adult,Texas/TX,352
Hebrew,Well,Adult,Pennsylvania/PA,352
Hebrew,Very well,Adult,Hawaii/HI,352
Kabuverdianu,Very well,Adult,Connecticut/CT,352
Portuguese,Well,Youth,Michigan/MI,352
Somali,Not well,Adult,North Dakota/ND,352
Telugu,Very well,Adult,Idaho/ID,352
Tigrinya,Not well,Adult,Ohio/OH,352
Chamorro,Very well,Senior,Texas/TX,351
German,Well,Senior,North Dakota/ND,351
German,Very well,Youth,Louisiana/LA,351
Hmong,Well,Senior,Minnesota/MN,351
Korean,Very well,Youth,Nebraska/NE,351
Lao,Well,Adult,Hawaii/HI,351
Mandarin,Not well,Senior,Hawaii/HI,351
Other Eastern Malayo-Polynesian languages,Very well,Youth,Iowa/IA,351
Pennsylvania German,Very well,Senior,Florida/FL,351
Polish,Very well,Adult,New Mexico/NM,351
Samoan,Very well,Adult,Oregon/OR,351
Vietnamese,Not at all,Senior,Maryland/MD,351
Vietnamese,Not well,Youth,Illinois/IL,351
Bengali,Well,Youth,Florida/FL,350
Burmese,Very well,Adult,Georgia/GA,350
Chinese,Well,Senior,Alabama/AL,350
Filipino,Very well,Youth,South Carolina/SC,350
Nepali,Very well,Youth,New Hampshire/NH,350
Other Indo-Iranian languages,Very well,Adult,North Carolina/NC,350
Polish,Well,Senior,Maryland/MD,350
Punjabi,Very well,Youth,Georgia/GA,350
Chinese,Well,Youth,Utah/UT,349
Czech,Very well,Adult,Virginia/VA,349
German,Very well,Youth,Hawaii/HI,349
Ilocano,Very well,Adult,Alaska/AK,349
Indonesian,Very well,Youth,Pennsylvania/PA,349
Japanese,Well,Senior,South Carolina/SC,349
Khmer,Well,Youth,Massachusetts/MA,349
Malayalam,Very well,Youth,Missouri/MO,349
Marathi,Well,Adult,Indiana/IN,349
Other Central and South American languages,Not well,Adult,New Jersey/NJ,349
Other English-based Creole languages,Very well,Senior,Maryland/MD,349
Polish,Very well,Senior,Missouri/MO,349
Spanish,Not at all,Adult,Hawaii/HI,349
Thai,Not well,Senior,Maryland/MD,349
Urdu,Well,Adult,Arizona/AZ,349
Dutch,Very well,Adult,Delaware/DE,348
Farsi,Very well,Youth,Nebraska/NE,348
Hindi,Not well,Youth,New York/NY,348
India N.E.C.,Very well,Youth,Michigan/MI,348
Korean,Well,Youth,Illinois/IL,348
Manding languages,Well,Adult,Washington/WA,348
Nilo-Saharan languages,Very well,Adult,North Carolina/NC,348
Other Indo-Iranian languages,Well,Adult,Michigan/MI,348
Other languages of Asia,Very well,Youth,Virginia/VA,348
Romanian,Not well,Adult,Michigan/MI,348
Swedish,Very well,Youth,Washington/WA,348
Urdu,Very well,Adult,Mississippi/MS,348
Bengali,Well,Adult,Washington/WA,347
Burmese,Not at all,Adult,Arizona/AZ,347
Croatian,Well,Adult,Missouri/MO,347
Farsi,Not at all,Adult,Texas/TX,347
Farsi,Not well,Adult,Massachusetts/MA,347
French,Not well,Youth,Virginia/VA,347
French,Not well,Senior,Ohio/OH,347
Hindi,Not at all,Adult,Illinois/IL,347
Hmong,Not well,Senior,North Carolina/NC,347
Hungarian,Very well,Adult,New Hampshire/NH,347
India N.E.C.,Very well,Adult,New Hampshire/NH,347
Iu Mien,Not at all,Senior,California/CA,347
Japanese,Well,Senior,Alabama/AL,347
Mongolian,Well,Adult,Washington/WA,347
Polish,Well,Adult,Tennessee/TN,347
Russian,Very well,Senior,Minnesota/MN,347
Tamil,Not well,Adult,New York/NY,347
Urdu,Not at all,Senior,Virginia/VA,347
Urdu,Very well,Adult,District of Columbia/DC,347
Vietnamese,Well,Adult,Rhode Island/RI,347
Vietnamese,Very well,Senior,Nevada/NV,347
Danish,Well,Adult,Pennsylvania/PA,346
Filipino,Not at all,Adult,California/CA,346
French,Very well,Senior,West Virginia/WV,346
Ga,Very well,Adult,Texas/TX,346
Indonesian,Not well,Adult,New York/NY,346
Min Nan Chinese,Very well,Adult,Michigan/MI,346
Oromo,Very well,Adult,Tennessee/TN,346
Other Afro-Asiatic languages,Well,Adult,Illinois/IL,346
Other Eastern Malayo-Polynesian languages,Well,Adult,Florida/FL,346
Other Indo-European languages,Very well,Youth,California/CA,346
Romanian,Very well,Senior,Michigan/MI,346
Sinhala,Very well,Adult,Michigan/MI,346
Swahili,Very well,Youth,New Mexico/NM,346
Tongan,Not well,Senior,California/CA,346
Turkish,Very well,Youth,Georgia/GA,346
Yiddish,Very well,Adult,Minnesota/MN,346
Akan (incl. Twi),Very well,Adult,Kentucky/KY,345
Arabic,Very well,Senior,Minnesota/MN,345
Dari,Not at all,Adult,Virginia/VA,345
Farsi,Very well,Youth,Nevada/NV,345
Finnish,Very well,Adult,Wisconsin/WI,345
French,Not well,Senior,Illinois/IL,345
Khmer,Not well,Adult,Connecticut/CT,345
Korean,Well,Senior,Minnesota/MN,345
Marathi,Very well,Adult,Missouri/MO,345
Oromo,Well,Adult,Colorado/CO,345
Other Bantu languages,Well,Youth,Kentucky/KY,345
Other English-based Creole languages,Well,Youth,Hawaii/HI,345
Other languages of Asia,Well,Youth,Pennsylvania/PA,345
Russian,Not well,Youth,Texas/TX,345
Chinese,Not well,Senior,Colorado/CO,344
Filipino,Very well,Senior,Connecticut/CT,344
Haitian,Not at all,Adult,Indiana/IN,344
Japanese,Very well,Senior,Wisconsin/WI,344
Lao,Well,Senior,Minnesota/MN,344
Latvian,Very well,Adult,Washington/WA,344
Lithuanian,Very well,Senior,Florida/FL,344
Other Bantu languages,Very well,Youth,Utah/UT,344
Other Central and South American languages,Very well,Adult,Georgia/GA,344
Romanian,Very well,Adult,New Hampshire/NH,344
Russian,Very well,Youth,Iowa/IA,344
Serbian,Well,Adult,Nevada/NV,344
Sinhala,Well,Adult,Florida/FL,344
Spanish,Not well,Adult,Vermont/VT,344
Swahili,Not well,Adult,Kansas/KS,344
Tagalog,Well,Adult,Mississippi/MS,344
Turkish,Well,Adult,Michigan/MI,344
Vietnamese,Well,Youth,Nevada/NV,344
Armenian,Well,Senior,Massachusetts/MA,343
Italian,Very well,Adult,Idaho/ID,343
Japanese,Well,Youth,Maryland/MD,343
Marathi,Very well,Senior,Illinois/IL,343
Nepali,Very well,Adult,South Carolina/SC,343
Romanian,Well,Adult,Virginia/VA,343
Swiss German,Very well,Adult,Minnesota/MN,343
Thai,Well,Adult,Michigan/MI,343
Albanian,Very well,Adult,Kentucky/KY,342
Cebuano,Very well,Adult,Missouri/MO,342
French,Well,Senior,Washington/WA,342
Hmong,Not well,Adult,Colorado/CO,342
Hungarian,Very well,Adult,South Carolina/SC,342
Italian,Well,Senior,Rhode Island/RI,342
Japanese,Well,Adult,Alabama/AL,342
Korean,Not well,Adult,Wisconsin/WI,342
Kurdish,Not well,Adult,Tennessee/TN,342
Nepali,Well,Youth,Maryland/MD,342
Other languages of Africa,Very well,Adult,Virginia/VA,342
Other Native North American languages,Very well,Senior,New York/NY,342
Russian,Very well,Adult,North Dakota/ND,342
Tamil,Not well,Adult,Texas/TX,342
Vietnamese,Not well,Adult,North Dakota/ND,342
French,Not well,Senior,Maryland/MD,341
German,Not well,Youth,New York/NY,341
Gujarati,Very well,Youth,Arizona/AZ,341
Haitian,Well,Senior,Illinois/IL,341
Lao,Well,Senior,Illinois/IL,341
Muskogean languages,Very well,Senior,Mississippi/MS,341
Navajo,Very well,Adult,Idaho/ID,341
Other Philippine languages,Very well,Adult,New York/NY,341
Swiss German,Not well,Youth,Missouri/MO,341
Tagalog,Very well,Youth,Colorado/CO,341
Thai,Very well,Senior,Kansas/KS,341
Ukrainian,Very well,Adult,Rhode Island/RI,341
Bulgarian,Very well,Senior,Illinois/IL,340
Burmese,Not well,Adult,Wisconsin/WI,340
Cantonese,Well,Senior,Oregon/OR,340
Dari,Very well,Adult,Washington/WA,340
French,Not well,Senior,Connecticut/CT,340
Greek,Not well,Senior,California/CA,340
Hindi,Not at all,Senior,Texas/TX,340
Karen languages,Very well,Adult,Texas/TX,340
Mandarin,Not well,Senior,Maryland/MD,340
Nepali,Well,Adult,Nevada/NV,340
Nilo-Saharan languages,Very well,Adult,Missouri/MO,340
Serbocroatian,Well,Adult,New York/NY,340
Sinhala,Very well,Adult,Oregon/OR,340
Somali,Very well,Youth,Tennessee/TN,340
Burmese,Well,Youth,Kansas/KS,339
Chinese,Very well,Senior,Oklahoma/OK,339
Hebrew,Well,Adult,Ohio/OH,339
Indonesian,Well,Youth,California/CA,339
Japanese,Not well,Adult,Iowa/IA,339
Other and unspecified languages,Very well,Youth,Pennsylvania/PA,339
Other Bantu languages,Well,Adult,Missouri/MO,339
Pennsylvania German,Very well,Adult,Minnesota/MN,339
Portuguese,Very well,Youth,Missouri/MO,339
Punjabi,Very well,Senior,Maryland/MD,339
Wolof,Very well,Youth,Tennessee/TN,339
Akan (incl. Twi),Very well,Adult,Oregon/OR,338
German,Well,Senior,Connecticut/CT,338
Nepali,Not at all,Adult,North Carolina/NC,338
Romanian,Very well,Youth,Pennsylvania/PA,338
Russian,Not at all,Adult,Massachusetts/MA,338
Samoan,Very well,Adult,Virginia/VA,338
Sinhala,Very well,Youth,California/CA,338
Somali,Not at all,Adult,Colorado/CO,338
Spanish,Not at all,Youth,Idaho/ID,338
Spanish,Not at all,Senior,Delaware/DE,338
Thai,Very well,Adult,New Mexico/NM,338
Tigrinya,Very well,Adult,New York/NY,338
Urdu,Very well,Adult,New Hampshire/NH,338
Albanian,Very well,Senior,Massachusetts/MA,337
Cantonese,Not at all,Adult,Texas/TX,337
Cantonese,Well,Senior,Nevada/NV,337
Filipino,Well,Adult,Oregon/OR,337
Gujarati,Very well,Youth,Alabama/AL,337
Haitian,Not well,Adult,Texas/TX,337
Hungarian,Very well,Youth,Maryland/MD,337
Italian,Well,Senior,Wisconsin/WI,337
Jamaican Creole English,Very well,Adult,Oklahoma/OK,337
Japanese,Well,Senior,Maryland/MD,337
Khmer,Well,Senior,Virginia/VA,337
Korean,Very well,Adult,North Dakota/ND,337
Kurdish,Very well,Adult,Georgia/GA,337
Nepali,Not well,Adult,Kentucky/KY,337
Other Afro-Asiatic languages,Very well,Adult,Kentucky/KY,337
Other Bantu languages,Very well,Youth,Ohio/OH,337
Other English-based Creole languages,Very well,Senior,New Jersey/NJ,337
Other Indo-European languages,Very well,Adult,Illinois/IL,337
Other Niger-Congo languages,Very well,Youth,Virginia/VA,337
Polish,Very well,Senior,Rhode Island/RI,337
Slovak,Very well,Senior,New Jersey/NJ,337
Somali,Very well,Adult,Iowa/IA,337
Swahili,Very well,Youth,Connecticut/CT,337
Vietnamese,Very well,Adult,Maine/ME,337
Amharic,Not well,Senior,Maryland/MD,336
Chaldean Neo-Aramaic,Well,Youth,Michigan/MI,336
India N.E.C.,Very well,Senior,New Jersey/NJ,336
Japanese,Very well,Senior,Louisiana/LA,336
Mandarin,Well,Adult,Nebraska/NE,336
Ojibwa,Very well,Adult,Illinois/IL,336
Other Central and South American languages,Well,Adult,Florida/FL,336
Other languages of Asia,Well,Adult,Virginia/VA,336
Polish,Very well,Youth,South Carolina/SC,336
Punjabi,Well,Adult,Nevada/NV,336
Punjabi,Very well,Youth,Wisconsin/WI,336
Russian,Not at all,Senior,Texas/TX,336
Turkish,Well,Adult,Connecticut/CT,336
Urdu,Well,Adult,Wisconsin/WI,336
Wolof,Very well,Adult,Florida/FL,336
Afrikaans,Very well,Adult,Michigan/MI,335
Amharic,Not well,Youth,Virginia/VA,335
Bosnian,Well,Adult,Virginia/VA,335
Cebuano,Very well,Adult,Pennsylvania/PA,335
Chinese,Well,Youth,Oregon/OR,335
Farsi,Not well,Senior,Florida/FL,335
Haitian,Well,Adult,North Dakota/ND,335
Hebrew,Very well,Senior,Nevada/NV,335
Khmer,Very well,Adult,Kansas/KS,335
Kurdish,Well,Youth,Tennessee/TN,335
Kurdish,Very well,Adult,Michigan/MI,335
Lithuanian,Very well,Adult,Maryland/MD,335
Nepali,Well,Adult,Arizona/AZ,335
Other Philippine languages,Well,Adult,Nevada/NV,335
Russian,Very well,Youth,Nebraska/NE,335
Sinhala,Well,Adult,Connecticut/CT,335
Sinhala,Very well,Adult,Georgia/GA,335
Telugu,Very well,Youth,Kansas/KS,335
Ukrainian,Not well,Adult,Massachusetts/MA,335
Assyrian Neo-Aramaic,Very well,Adult,Texas/TX,334
Burmese,Very well,Senior,New York/NY,334
Farsi,Well,Adult,South Carolina/SC,334
Filipino,Not well,Adult,Washington/WA,334
Gbe languages,Very well,Adult,Pennsylvania/PA,334
Khmer,Well,Adult,Michigan/MI,334
Lao,Not well,Senior,Ohio/OH,334
Malayalam,Very well,Adult,Nebraska/NE,334
Nepali,Not at all,Adult,Minnesota/MN,334
Norwegian,Very well,Adult,Massachusetts/MA,334
Other Central and South American languages,Not at all,Youth,California/CA,334
Other Eastern Malayo-Polynesian languages,Very well,Adult,Minnesota/MN,334
Other Indo-Iranian languages,Well,Youth,New York/NY,334
Pashto,Well,Adult,Maryland/MD,334
Pennsylvania German,Very well,Youth,Oklahoma/OK,334
Polish,Well,Senior,Washington/WA,334
Romanian,Very well,Senior,Washington/WA,334
Thai,Very well,Senior,Washington/WA,334
Ukrainian,Very well,Youth,Texas/TX,334
Urdu,Well,Senior,Georgia/GA,334
Amharic,Well,Adult,Nebraska/NE,333
Arabic,Very well,Senior,Colorado/CO,333
Bengali,Very well,Senior,Georgia/GA,333
French,Not well,Adult,Nevada/NV,333
Hebrew,Very well,Adult,New Hampshire/NH,333
Igbo,Very well,Adult,Delaware/DE,333
Japanese,Well,Youth,New Jersey/NJ,333
Japanese,Very well,Adult,Wyoming/WY,333
Lithuanian,Not well,Senior,Illinois/IL,333
Mandarin,Well,Youth,Hawaii/HI,333
Marshallese,Not well,Adult,Oregon/OR,333
Tagalog,Very well,Youth,Pennsylvania/PA,333
Tamil,Well,Youth,Pennsylvania/PA,333
Vietnamese,Well,Senior,Tennessee/TN,333
Akan (incl. Twi),Well,Senior,Virginia/VA,332
Bulgarian,Very well,Youth,Virginia/VA,332
Farsi,Well,Adult,Tennessee/TN,332
French,Not at all,Adult,New Jersey/NJ,332
French,Not well,Adult,Vermont/VT,332
French,Well,Senior,Rhode Island/RI,332
Japanese,Very well,Senior,Oklahoma/OK,332
Latvian,Well,Adult,New York/NY,332
Macedonian,Not well,Senior,Michigan/MI,332
Marshallese,Well,Adult,Texas/TX,332
Min Nan Chinese,Very well,Senior,Illinois/IL,332
Navajo,Not at all,Senior,New Mexico/NM,332
Pennsylvania German,Not well,Youth,Kentucky/KY,332
Tagalog,Well,Adult,South Dakota/SD,332
Telugu,Well,Youth,Massachusetts/MA,332
Arabic,Not at all,Youth,Michigan/MI,331
Assyrian Neo-Aramaic,Well,Senior,Arizona/AZ,331
Bengali,Very well,Youth,Missouri/MO,331
Chinese,Well,Adult,West Virginia/WV,331
Filipino,Very well,Senior,Missouri/MO,331
French,Not well,Senior,Georgia/GA,331
German,Not well,Adult,North Carolina/NC,331
Ilocano,Very well,Senior,Nevada/NV,331
Other Indo-Iranian languages,Very well,Adult,Wisconsin/WI,331
Punjabi,Well,Adult,Wisconsin/WI,331
Russian,Not at all,Adult,Ohio/OH,331
Samoan,Very well,Youth,Texas/TX,331
Thai,Not well,Senior,Florida/FL,331
Vietnamese,Not well,Senior,Kentucky/KY,331
Arabic,Well,Youth,Colorado/CO,330
Dutch,Very well,Senior,Massachusetts/MA,330
Filipino,Not at all,Adult,Hawaii/HI,330
Hindi,Very well,Youth,Louisiana/LA,330
Igbo,Very well,Youth,Tennessee/TN,330
Khmer,Not well,Senior,Minnesota/MN,330
Macedonian,Very well,Youth,Illinois/IL,330
Macedonian,Very well,Senior,Ohio/OH,330
Min Nan Chinese,Not at all,Adult,California/CA,330
Other Afro-Asiatic languages,Not well,Adult,Texas/TX,330
Other Eastern Malayo-Polynesian languages,Not well,Senior,Iowa/IA,330
Portuguese,Well,Senior,Texas/TX,330
Thai,Well,Adult,Oklahoma/OK,330
Tibetan,Well,Adult,Minnesota/MN,330
Turkish,Very well,Adult,District of Columbia/DC,330
Turkish,Very well,Adult,Oklahoma/OK,330
Vietnamese,Well,Senior,Connecticut/CT,330
Yiddish,Very well,Senior,Maryland/MD,330
Armenian,Very well,Adult,Ohio/OH,329
Bengali,Very well,Adult,Nevada/NV,329
Cantonese,Very well,Youth,Oregon/OR,329
Chin languages,Well,Adult,Washington/WA,329
Haitian,Not well,Senior,Georgia/GA,329
Hungarian,Well,Adult,Pennsylvania/PA,329
Khmer,Not at all,Adult,Pennsylvania/PA,329
Korean,Not well,Youth,North Carolina/NC,329
Other Afro-Asiatic languages,Well,Senior,Texas/TX,329
Slovak,Very well,Adult,Massachusetts/MA,329
Telugu,Not well,Adult,Georgia/GA,329
Arabic,Well,Adult,Mississippi/MS,328
Filipino,Very well,Senior,Colorado/CO,328
Hmong,Well,Adult,Kansas/KS,328
Ilocano,Well,Senior,Washington/WA,328
Indonesian,Very well,Youth,New Jersey/NJ,328
Italian,Well,Senior,Missouri/MO,328
Italian,Very well,Youth,Oregon/OR,328
Karen languages,Not well,Adult,Georgia/GA,328
Karen languages,Very well,Adult,South Dakota/SD,328
Korean,Well,Adult,New Hampshire/NH,328
Portuguese,Well,Adult,Minnesota/MN,328
Punjabi,Well,Adult,Connecticut/CT,328
Romanian,Not well,Senior,Arizona/AZ,328
Swahili,Well,Adult,Delaware/DE,328
Telugu,Very well,Senior,Missouri/MO,328
Turkish,Very well,Adult,Indiana/IN,328
Ukrainian,Not well,Youth,Illinois/IL,328
Ukrainian,Well,Adult,Minnesota/MN,328
Armenian,Very well,Adult,Oregon/OR,327
Bulgarian,Well,Adult,Missouri/MO,327
Cajun French,Very well,Senior,Texas/TX,327
Chinese,Very well,Youth,Rhode Island/RI,327
Filipino,Very well,Youth,Michigan/MI,327
Finnish,Very well,Adult,New Jersey/NJ,327
Khmer,Well,Senior,Oregon/OR,327
Kurdish,Well,Adult,California/CA,327
Other and unspecified languages,Very well,Adult,South Carolina/SC,327
Other Bantu languages,Not well,Adult,Ohio/OH,327
Punjabi,Well,Adult,Mississippi/MS,327
Slovak,Very well,Adult,Ohio/OH,327
Tagalog,Well,Youth,New York/NY,327
Armenian,Very well,Senior,Florida/FL,326
Chinese,Not well,Adult,New Mexico/NM,326
Chinese,Well,Youth,Michigan/MI,326
Chinese,Very well,Adult,North Dakota/ND,326
French,Not well,Youth,Colorado/CO,326
German,Well,Adult,North Dakota/ND,326
Hindi,Well,Adult,Kentucky/KY,326
Indonesian,Very well,Youth,Georgia/GA,326
Japanese,Very well,Senior,Pennsylvania/PA,326
Lithuanian,Very well,Adult,Ohio/OH,326
Macedonian,Well,Adult,Illinois/IL,326
Other Central and South American languages,Not at all,Adult,Pennsylvania/PA,326
Other Central and South American languages,Not well,Adult,New York/NY,326
