LANP_label,ENG_label,AgeGroup,ST_label,n
Other languages of Africa,Not well,Adult,New York/NY,326
Other Native North American languages,Very well,Adult,North Carolina/NC,326
Thai,Well,Senior,North Carolina/NC,326
Turkish,Well,Youth,Florida/FL,326
Albanian,Not at all,Adult,Wisconsin/WI,325
Albanian,Very well,Adult,Washington/WA,325
Burmese,Very well,Adult,Iowa/IA,325
Filipino,Well,Adult,Oklahoma/OK,325
Hebrew,Not well,Senior,California/CA,325
Hindi,Not well,Youth,Texas/TX,325
Igbo,Well,Adult,New Jersey/NJ,325
Iu Mien,Not well,Adult,Oregon/OR,325
Japanese,Not at all,Adult,Illinois/IL,325
Kannada,Very well,Adult,Kansas/KS,325
Karen languages,Very well,Adult,Nebraska/NE,325
Mandarin,Well,Senior,Georgia/GA,325
Nepali,Very well,Adult,Oklahoma/OK,325
Other and unspecified languages,Very well,Adult,Illinois/IL,325
Other English-based Creole languages,Very well,Senior,Florida/FL,325
Other languages of Asia,Very well,Youth,North Carolina/NC,325
Other Niger-Congo languages,Well,Adult,New Jersey/NJ,325
Portuguese,Well,Adult,Alabama/AL,325
Punjabi,Well,Adult,Georgia/GA,325
Russian,Well,Youth,Colorado/CO,325
Serbian,Well,Senior,Florida/FL,325
Serbian,Very well,Youth,New Jersey/NJ,325
Sinhala,Very well,Adult,Arizona/AZ,325
Tagalog,Very well,Youth,South Carolina/SC,325
Vietnamese,Well,Youth,Arizona/AZ,325
Wolof,Very well,Adult,Michigan/MI,325
Dakota languages,Very well,Adult,Minnesota/MN,324
Dutch,Well,Adult,Texas/TX,324
Filipino,Very well,Senior,South Carolina/SC,324
German,Well,Senior,Kentucky/KY,324
Greek,Very well,Senior,Colorado/CO,324
India N.E.C.,Well,Senior,California/CA,324
Italian,Very well,Youth,Arizona/AZ,324
Lao,Well,Youth,Minnesota/MN,324
Mandarin,Not at all,Adult,Ohio/OH,324
Nepali,Well,Adult,Vermont/VT,324
Nepali,Very well,Youth,South Dakota/SD,324
Nilo-Saharan languages,Very well,Adult,California/CA,324
Oromo,Very well,Youth,Ohio/OH,324
Polish,Very well,Senior,Georgia/GA,324
Punjabi,Very well,Senior,Kansas/KS,324
Somali,Well,Adult,Missouri/MO,324
Swahili,Very well,Adult,Utah/UT,324
Telugu,Well,Youth,Michigan/MI,324
Thai,Well,Adult,Utah/UT,324
Ukrainian,Very well,Youth,Tennessee/TN,324
Arabic,Well,Adult,Montana/MT,323
Bengali,Not at all,Senior,Michigan/MI,323
Croatian,Very well,Adult,Minnesota/MN,323
Finnish,Very well,Senior,Texas/TX,323
Gbe languages,Very well,Adult,New Jersey/NJ,323
Hungarian,Not well,Senior,New York/NY,323
Indonesian,Well,Adult,Arizona/AZ,323
Italian,Very well,Senior,Tennessee/TN,323
Korean,Not well,Adult,Minnesota/MN,323
Marathi,Very well,Youth,Florida/FL,323
Marshallese,Very well,Adult,Arizona/AZ,323
Min Nan Chinese,Very well,Adult,Missouri/MO,323
Other languages of Africa,Very well,Adult,Alabama/AL,323
Other languages of Asia,Well,Youth,California/CA,323
Polish,Well,Senior,Nevada/NV,323
Serbocroatian,Well,Adult,Florida/FL,323
Slovak,Very well,Youth,Illinois/IL,323
Somali,Not well,Adult,Wisconsin/WI,323
Swedish,Very well,Adult,South Carolina/SC,323
Tamil,Very well,Senior,Washington/WA,323
Tibetan,Very well,Youth,Massachusetts/MA,323
Turkish,Very well,Senior,Virginia/VA,323
Ukrainian,Not at all,Adult,Idaho/ID,323
Ukrainian,Very well,Adult,Wisconsin/WI,323
Akan (incl. Twi),Not well,Youth,Texas/TX,322
Dari,Well,Adult,Michigan/MI,322
Dutch,Very well,Senior,Virginia/VA,322
French,Not well,Adult,District of Columbia/DC,322
India N.E.C.,Very well,Adult,Nebraska/NE,322
Japanese,Not well,Senior,Pennsylvania/PA,322
Lao,Well,Adult,Virginia/VA,322
Other and unspecified languages,Not well,Adult,New Jersey/NJ,322
Other languages of Africa,Well,Adult,Florida/FL,322
Tagalog,Not well,Adult,Oregon/OR,322
Ukrainian,Not well,Adult,Nebraska/NE,322
Urdu,Well,Youth,Pennsylvania/PA,322
Chin languages,Very well,Adult,Florida/FL,321
Chinese,Not at all,Senior,Colorado/CO,321
Farsi,Not at all,Senior,Florida/FL,321
Farsi,Not well,Adult,Colorado/CO,321
Fulah,Well,Adult,Maryland/MD,321
Ganda,Well,Adult,California/CA,321
Italian,Not well,Senior,Arizona/AZ,321
Lao,Not well,Adult,Ohio/OH,321
Other and unspecified languages,Well,Senior,California/CA,321
Other Bantu languages,Not at all,Adult,Michigan/MI,321
Polish,Not at all,Senior,New Jersey/NJ,321
Portuguese,Not at all,Youth,Utah/UT,321
Russian,Not at all,Youth,Pennsylvania/PA,321
Samoan,Very well,Adult,Colorado/CO,321
Somali,Very well,Adult,Nebraska/NE,321
Spanish,Not at all,Senior,New Hampshire/NH,321
Burmese,Very well,Youth,Florida/FL,320
Chinese,Not well,Adult,Iowa/IA,320
Chinese,Not well,Senior,Tennessee/TN,320
Chinese,Well,Adult,Wyoming/WY,320
Danish,Very well,Adult,Illinois/IL,320
Farsi,Not well,Adult,Florida/FL,320
German,Not well,Youth,Missouri/MO,320
Greek,Very well,Youth,Georgia/GA,320
Jamaican Creole English,Well,Senior,Florida/FL,320
Japanese,Not well,Adult,Nevada/NV,320
Japanese,Very well,Youth,Tennessee/TN,320
Nepali,Very well,Youth,Washington/WA,320
Norwegian,Very well,Senior,Wisconsin/WI,320
Other Indo-European languages,Well,Adult,California/CA,320
Other Indo-European languages,Very well,Senior,Illinois/IL,320
Punjabi,Not well,Adult,Maryland/MD,320
Vietnamese,Not well,Senior,New Mexico/NM,320
Vietnamese,Very well,Senior,Connecticut/CT,320
Amharic,Well,Adult,Connecticut/CT,319
Cherokee,Very well,Youth,Oklahoma/OK,319
Hebrew,Very well,Senior,Virginia/VA,319
India N.E.C.,Very well,Senior,Florida/FL,319
Italian,Not at all,Senior,Florida/FL,319
Kannada,Very well,Adult,Utah/UT,319
Kannada,Very well,Senior,Texas/TX,319
Lao,Well,Adult,Rhode Island/RI,319
Other Afro-Asiatic languages,Very well,Youth,Nevada/NV,319
Other Bantu languages,Not well,Adult,Illinois/IL,319
Other Bantu languages,Not well,Adult,Kansas/KS,319
Other Native North American languages,Not well,Adult,Montana/MT,319
Punjabi,Not at all,Senior,Indiana/IN,319
Punjabi,Not well,Adult,Michigan/MI,319
Bengali,Very well,Senior,Illinois/IL,318
Bulgarian,Very well,Youth,Nevada/NV,318
Filipino,Not well,Adult,New Mexico/NM,318
Filipino,Very well,Youth,North Carolina/NC,318
French,Well,Senior,Colorado/CO,318
Igbo,Very well,Adult,Vermont/VT,318
Italian,Well,Youth,Illinois/IL,318
Khmer,Not well,Youth,California/CA,318
Khmer,Very well,Senior,Minnesota/MN,318
Lao,Not well,Adult,Connecticut/CT,318
Malayalam,Not at all,Senior,Texas/TX,318
Other Afro-Asiatic languages,Not well,Adult,Michigan/MI,318
Russian,Well,Senior,Oregon/OR,318
Thai,Not well,Adult,Missouri/MO,318
Akan (incl. Twi),Well,Adult,Oregon/OR,317
Farsi,Not well,Adult,Arizona/AZ,317
German,Not well,Senior,New York/NY,317
Haitian,Very well,Youth,Arizona/AZ,317
Hungarian,Very well,Senior,Utah/UT,317
Indonesian,Well,Adult,Georgia/GA,317
Italian,Well,Adult,Georgia/GA,317
Japanese,Very well,Senior,South Carolina/SC,317
Lao,Well,Youth,California/CA,317
Macedonian,Very well,Adult,California/CA,317
Marathi,Well,Adult,New York/NY,317
Other and unspecified languages,Very well,Youth,New Jersey/NJ,317
Serbocroatian,Very well,Adult,Utah/UT,317
Tamil,Very well,Youth,Tennessee/TN,317
Akan (incl. Twi),Not well,Adult,Maryland/MD,316
Bosnian,Well,Adult,North Carolina/NC,316
Cantonese,Very well,Adult,District of Columbia/DC,316
Dakota languages,Very well,Senior,Oregon/OR,316
Fulah,Very well,Adult,New Jersey/NJ,316
Greek,Very well,Senior,Georgia/GA,316
Greek,Very well,Senior,Oregon/OR,316
Gujarati,Well,Adult,Colorado/CO,316
Haitian,Well,Senior,Connecticut/CT,316
Haitian,Very well,Senior,Rhode Island/RI,316
Hmong,Very well,Adult,Utah/UT,316
Japanese,Very well,Adult,West Virginia/WV,316
Lithuanian,Very well,Senior,Michigan/MI,316
Oromo,Very well,Adult,Virginia/VA,316
Other English-based Creole languages,Very well,Adult,Arizona/AZ,316
Other Indo-European languages,Very well,Adult,Tennessee/TN,316
Other Indo-Iranian languages,Very well,Adult,Michigan/MI,316
Thai,Very well,Senior,Virginia/VA,316
Vietnamese,Not well,Adult,Maine/ME,316
Akan (incl. Twi),Very well,Adult,Oklahoma/OK,315
Bengali,Not at all,Senior,Florida/FL,315
Burmese,Well,Adult,Iowa/IA,315
India N.E.C.,Very well,Youth,Georgia/GA,315
Japanese,Very well,Adult,Maine/ME,315
Malayalam,Very well,Adult,New Hampshire/NH,315
Mandarin,Very well,Youth,Missouri/MO,315
Mandarin,Very well,Senior,Maryland/MD,315
Marathi,Well,Adult,Pennsylvania/PA,315
Marshallese,Not well,Adult,California/CA,315
Other Bantu languages,Well,Youth,Illinois/IL,315
Russian,Well,Senior,Georgia/GA,315
Samoan,Well,Adult,Alaska/AK,315
Thai,Not well,Adult,Oregon/OR,315
Albanian,Well,Adult,Arizona/AZ,314
Filipino,Very well,Youth,Virginia/VA,314
Indonesian,Very well,Adult,Kansas/KS,314
Konkani,Very well,Adult,New York/NY,314
Marshallese,Not well,Adult,Washington/WA,314
Other languages of Asia,Not well,Youth,New York/NY,314
Swiss German,Very well,Adult,Utah/UT,314
Urdu,Not well,Adult,Washington/WA,314
Chin languages,Very well,Adult,Texas/TX,313
Dutch,Very well,Youth,Kentucky/KY,313
Dutch,Very well,Youth,Virginia/VA,313
Gujarati,Not well,Adult,Maryland/MD,313
Japanese,Not well,Senior,Illinois/IL,313
Khmer,Well,Senior,Florida/FL,313
Korean,Not well,Adult,South Carolina/SC,313
Malayalam,Well,Adult,Minnesota/MN,313
Other Bantu languages,Very well,Adult,District of Columbia/DC,313
Portuguese,Very well,Adult,West Virginia/WV,313
Romanian,Very well,Adult,Maine/ME,313
Tamil,Not well,Senior,New York/NY,313
Tamil,Very well,Senior,Pennsylvania/PA,313
Uto-Aztecan languages,Very well,Adult,New Mexico/NM,313
Arabic,Not at all,Adult,Maryland/MD,312
Chinese,Not at all,Adult,Minnesota/MN,312
Czech,Very well,Youth,New Jersey/NJ,312
Edoid languages,Very well,Senior,Texas/TX,312
Gujarati,Well,Senior,South Carolina/SC,312
Mongolian,Very well,Adult,Colorado/CO,312
Other Central and South American languages,Very well,Youth,Georgia/GA,312
Other languages of Africa,Very well,Youth,Indiana/IN,312
Other languages of Africa,Very well,Adult,Wisconsin/WI,312
Other languages of Africa,Very well,Senior,California/CA,312
Tamil,Very well,Senior,Michigan/MI,312
Tibetan,Very well,Adult,New Jersey/NJ,312
Turkish,Very well,Youth,North Carolina/NC,312
Ukrainian,Very well,Senior,Connecticut/CT,312
Ukrainian,Very well,Senior,South Carolina/SC,312
Bosnian,Well,Adult,Colorado/CO,311
Bulgarian,Very well,Youth,Arizona/AZ,311
Croatian,Very well,Youth,Illinois/IL,311
Dutch,Very well,Youth,Washington/WA,311
German,Well,Senior,Massachusetts/MA,311
German,Very well,Senior,Vermont/VT,311
Hindi,Well,Youth,Massachusetts/MA,311
Indonesian,Well,Adult,Ohio/OH,311
Other Eastern Malayo-Polynesian languages,Well,Adult,Missouri/MO,311
Portuguese,Very well,Adult,Montana/MT,311
Portuguese,Very well,Senior,Illinois/IL,311
Romanian,Well,Adult,South Carolina/SC,311
Spanish,Not at all,Adult,Alaska/AK,311
Thai,Well,Senior,New Jersey/NJ,311
Tibetan,Very well,Adult,Connecticut/CT,311
Tigrinya,Very well,Youth,Georgia/GA,311
Bulgarian,Not well,Senior,Illinois/IL,310
Burmese,Not well,Adult,Utah/UT,310
Burmese,Well,Adult,New Jersey/NJ,310
Burmese,Well,Adult,Oregon/OR,310
Cantonese,Very well,Adult,Iowa/IA,310
Filipino,Well,Youth,Hawaii/HI,310
German,Well,Adult,Mississippi/MS,310
Hungarian,Very well,Senior,Illinois/IL,310
Min Nan Chinese,Well,Adult,Nevada/NV,310
Nepali,Not at all,Adult,California/CA,310
Other Afro-Asiatic languages,Very well,Adult,Florida/FL,310
Other Indo-European languages,Very well,Adult,Oklahoma/OK,310
Pashto,Well,Adult,Massachusetts/MA,310
Portuguese,Well,Adult,Arizona/AZ,310
Swahili,Well,Adult,Colorado/CO,310
Telugu,Well,Senior,Illinois/IL,310
Telugu,Very well,Senior,Ohio/OH,310
Vietnamese,Well,Youth,Indiana/IN,310
Afrikaans,Not at all,Adult,Texas/TX,309
Albanian,Very well,Senior,Arizona/AZ,309
Amharic,Well,Adult,Oregon/OR,309
Chamorro,Well,Adult,California/CA,309
Chin languages,Very well,Adult,Michigan/MI,309
Croatian,Very well,Adult,Massachusetts/MA,309
Dutch,Very well,Senior,Maryland/MD,309
Filipino,Well,Senior,Arizona/AZ,309
French,Well,Youth,Louisiana/LA,309
Gujarati,Very well,Adult,Rhode Island/RI,309
Haitian,Not well,Senior,Maryland/MD,309
Hungarian,Well,Adult,Massachusetts/MA,309
Karen languages,Not at all,Adult,Tennessee/TN,309
Khmer,Well,Senior,Georgia/GA,309
Oromo,Very well,Youth,Illinois/IL,309
Other Central and South American languages,Very well,Adult,Florida/FL,309
Other languages of Asia,Not well,Youth,California/CA,309
Tagalog,Not well,Adult,Michigan/MI,309
Uto-Aztecan languages,Very well,Adult,Utah/UT,309
Chinese,Not at all,Adult,Tennessee/TN,308
Croatian,Very well,Youth,Utah/UT,308
French,Well,Youth,Washington/WA,308
French,Well,Adult,Arkansas/AR,308
Greek,Well,Senior,North Carolina/NC,308
Korean,Well,Adult,Idaho/ID,308
Other Bantu languages,Not well,Youth,Michigan/MI,308
Pashto,Very well,Youth,Georgia/GA,308
Polish,Very well,Adult,Vermont/VT,308
Portuguese,Very well,Youth,Nevada/NV,308
Portuguese,Very well,Senior,Michigan/MI,308
Russian,Very well,Youth,Maine/ME,308
Urdu,Not well,Senior,Louisiana/LA,308
Burmese,Not at all,Adult,Kansas/KS,307
Cantonese,Not well,Adult,Virginia/VA,307
Chuukese,Well,Adult,Kansas/KS,307
Croatian,Not well,Adult,Ohio/OH,307
French,Not well,Youth,Florida/FL,307
French,Not well,Adult,Arizona/AZ,307
German,Not well,Adult,Washington/WA,307
Greek,Very well,Senior,Utah/UT,307
Hmong,Well,Youth,Oklahoma/OK,307
Jamaican Creole English,Well,Adult,Connecticut/CT,307
Kannada,Very well,Youth,North Carolina/NC,307
Korean,Not well,Senior,Connecticut/CT,307
Other and unspecified languages,Very well,Adult,Connecticut/CT,307
Other Bantu languages,Very well,Youth,Georgia/GA,307
Other Central and South American languages,Not at all,Adult,Nebraska/NE,307
Portuguese,Not at all,Adult,Maryland/MD,307
Punjabi,Not well,Adult,Utah/UT,307
Romanian,Well,Youth,California/CA,307
Slovak,Very well,Youth,Florida/FL,307
Thai,Very well,Senior,Georgia/GA,307
Bengali,Very well,Adult,District of Columbia/DC,306
Dari,Well,Adult,Washington/WA,306
Filipino,Well,Youth,Texas/TX,306
Gujarati,Well,Adult,Iowa/IA,306
Haitian,Not at all,Youth,Florida/FL,306
Hebrew,Well,Youth,New Jersey/NJ,306
Hungarian,Not well,Senior,Florida/FL,306
Hungarian,Not well,Senior,Ohio/OH,306
Italian,Not at all,Adult,New York/NY,306
Italian,Very well,Adult,Vermont/VT,306
Kannada,Very well,Senior,Virginia/VA,306
Malayalam,Very well,Youth,Maryland/MD,306
Norwegian,Very well,Adult,Pennsylvania/PA,306
Other English-based Creole languages,Very well,Youth,Maryland/MD,306
Punjabi,Well,Adult,Louisiana/LA,306
Somali,Not well,Adult,Missouri/MO,306
Swiss German,Very well,Senior,New York/NY,306
Yoruba,Well,Senior,California/CA,306
Bulgarian,Very well,Adult,Iowa/IA,305
Chinese,Very well,Senior,Tennessee/TN,305
Farsi,Very well,Adult,Arkansas/AR,305
Gujarati,Not at all,Senior,Massachusetts/MA,305
Gujarati,Not at all,Senior,Michigan/MI,305
Kannada,Very well,Adult,Minnesota/MN,305
Khmer,Not well,Senior,New York/NY,305
Norwegian,Very well,Senior,Texas/TX,305
Ojibwa,Very well,Adult,Washington/WA,305
Other Bantu languages,Very well,Adult,Colorado/CO,305
Pashto,Not at all,Adult,Virginia/VA,305
Punjabi,Well,Senior,Indiana/IN,305
Russian,Very well,Senior,Indiana/IN,305
Telugu,Not well,Adult,Massachusetts/MA,305
Tongan,Very well,Youth,Washington/WA,305
Vietnamese,Not well,Youth,Virginia/VA,305
Afrikaans,Very well,Adult,Iowa/IA,304
Amharic,Very well,Youth,Kansas/KS,304
Arabic,Not well,Adult,Mississippi/MS,304
Arabic,Very well,Youth,Mississippi/MS,304
Bulgarian,Well,Adult,Massachusetts/MA,304
Burmese,Well,Youth,California/CA,304
Chinese,Not at all,Senior,Utah/UT,304
Dakota languages,Well,Adult,South Dakota/SD,304
Farsi,Well,Adult,Louisiana/LA,304
Fulah,Very well,Adult,Texas/TX,304
Ga,Well,Adult,Virginia/VA,304
German,Very well,Youth,New Mexico/NM,304
Greek,Not well,Senior,Connecticut/CT,304
Greek,Very well,Adult,Nebraska/NE,304
Haitian,Very well,Adult,New Mexico/NM,304
Hebrew,Not well,Youth,New York/NY,304
Hindi,Very well,Senior,Missouri/MO,304
Hungarian,Well,Adult,Connecticut/CT,304
Igbo,Well,Senior,Texas/TX,304
Italian,Well,Adult,Tennessee/TN,304
Lao,Not well,Adult,Hawaii/HI,304
Lao,Very well,Adult,South Carolina/SC,304
Malayalam,Not well,Senior,Pennsylvania/PA,304
Marshallese,Well,Adult,Oklahoma/OK,304
Punjabi,Not at all,Senior,New Jersey/NJ,304
Romanian,Not well,Senior,Georgia/GA,304
Russian,Very well,Senior,Arizona/AZ,304
Shona,Very well,Adult,Indiana/IN,304
Tagalog,Well,Youth,Florida/FL,304
Tagalog,Well,Adult,Iowa/IA,304
Turkish,Well,Adult,Oregon/OR,304
Ukrainian,Very well,Adult,New Hampshire/NH,304
Urdu,Not well,Senior,Florida/FL,304
Amharic,Very well,Senior,Georgia/GA,303
Bosnian,Not well,Senior,Iowa/IA,303
Chinese,Not at all,Senior,Tennessee/TN,303
Chinese,Not well,Adult,Nebraska/NE,303
Chinese,Well,Adult,Montana/MT,303
Croatian,Well,Adult,New Jersey/NJ,303
Danish,Very well,Youth,New York/NY,303
Danish,Very well,Adult,Minnesota/MN,303
Dari,Very well,Adult,Colorado/CO,303
Farsi,Well,Senior,Georgia/GA,303
French,Not well,Youth,Pennsylvania/PA,303
Hebrew,Very well,Senior,Missouri/MO,303
Japanese,Well,Youth,Pennsylvania/PA,303
Oromo,Very well,Adult,Illinois/IL,303
Other and unspecified languages,Well,Adult,Pennsylvania/PA,303
Other Bantu languages,Well,Adult,Ohio/OH,303
Pashto,Very well,Youth,Michigan/MI,303
Pennsylvania German,Very well,Adult,Kansas/KS,303
Tagalog,Well,Adult,New Mexico/NM,303
Telugu,Very well,Senior,Michigan/MI,303
Burmese,Very well,Youth,North Carolina/NC,302
Farsi,Very well,Youth,Massachusetts/MA,302
Filipino,Well,Adult,Alabama/AL,302
French,Very well,Youth,Delaware/DE,302
German,Well,Youth,Kansas/KS,302
Haitian,Well,Adult,Arizona/AZ,302
Hindi,Well,Adult,Delaware/DE,302
Italian,Very well,Adult,Montana/MT,302
Japanese,Not well,Youth,Ohio/OH,302
Karen languages,Well,Adult,Indiana/IN,302
Norwegian,Very well,Adult,Virginia/VA,302
Other Native North American languages,Very well,Senior,Oklahoma/OK,302
Serbian,Very well,Senior,Indiana/IN,302
Wolof,Very well,Adult,Rhode Island/RI,302
Yoruba,Very well,Adult,South Carolina/SC,302
Akan (incl. Twi),Not at all,Adult,Texas/TX,301
Cantonese,Not at all,Senior,New Jersey/NJ,301
Chinese,Well,Youth,Colorado/CO,301
French,Not well,Adult,Wisconsin/WI,301
French,Not well,Senior,Virginia/VA,301
Gujarati,Not at all,Senior,Ohio/OH,301
Gujarati,Not well,Senior,South Carolina/SC,301
Korean,Well,Senior,Kentucky/KY,301
Other Bantu languages,Very well,Youth,Kansas/KS,301
Other English-based Creole languages,Well,Adult,New Jersey/NJ,301
Tigrinya,Very well,Youth,Nevada/NV,301
Albanian,Not at all,Adult,Connecticut/CT,300
Bulgarian,Not well,Adult,Washington/WA,300
Cebuano,Well,Adult,Georgia/GA,300
Chinese,Not well,Senior,Wisconsin/WI,300
Dari,Well,Senior,California/CA,300
Gujarati,Very well,Adult,District of Columbia/DC,300
Hungarian,Very well,Youth,Texas/TX,300
Igbo,Not well,Adult,Texas/TX,300
Jamaican Creole English,Very well,Adult,District of Columbia/DC,300
Jamaican Creole English,Very well,Senior,Georgia/GA,300
Japanese,Not well,Senior,Georgia/GA,300
Mandarin,Well,Adult,Louisiana/LA,300
Marathi,Well,Adult,Washington/WA,300
Other Afro-Asiatic languages,Not well,Adult,California/CA,300
Other Indo-Iranian languages,Well,Adult,Illinois/IL,300
Somali,Not well,Youth,Ohio/OH,300
Swahili,Well,Youth,Arizona/AZ,300
Turkish,Very well,Adult,Delaware/DE,300
Ukrainian,Not well,Senior,Florida/FL,300
Urdu,Very well,Senior,Connecticut/CT,300
Urdu,Very well,Senior,Ohio/OH,300
Vietnamese,Not well,Youth,Oregon/OR,300
Arabic,Very well,Senior,Oklahoma/OK,299
Cantonese,Very well,Youth,Maryland/MD,299
Cebuano,Very well,Adult,Massachusetts/MA,299
Chin languages,Well,Adult,Iowa/IA,299
Chinese,Not at all,Adult,Arizona/AZ,299
Gujarati,Not well,Senior,Alabama/AL,299
Haitian,Very well,Youth,Washington/WA,299
Hindi,Very well,Adult,Vermont/VT,299
Igbo,Very well,Adult,New Mexico/NM,299
Italian,Not well,Adult,Texas/TX,299
Japanese,Well,Senior,Nebraska/NE,299
Karen languages,Very well,Youth,Kentucky/KY,299
Konkani,Very well,Adult,Pennsylvania/PA,299
Lithuanian,Very well,Adult,Connecticut/CT,299
Marathi,Well,Adult,Arizona/AZ,299
Other Afro-Asiatic languages,Very well,Youth,Colorado/CO,299
Other Bantu languages,Not well,Youth,Ohio/OH,299
Pashto,Very well,Adult,Missouri/MO,299
Pashto,Very well,Adult,New Jersey/NJ,299
Portuguese,Well,Adult,Tennessee/TN,299
Punjabi,Very well,Youth,Pennsylvania/PA,299
Romanian,Well,Adult,Tennessee/TN,299
Spanish,Not at all,Adult,West Virginia/WV,299
Tagalog,Very well,Youth,Alabama/AL,299
Thai,Well,Adult,Louisiana/LA,299
Ukrainian,Very well,Adult,District of Columbia/DC,299
Urdu,Well,Adult,Kansas/KS,299
Urdu,Well,Adult,Minnesota/MN,299
Albanian,Very well,Adult,Iowa/IA,298
Bosnian,Not well,Adult,Washington/WA,298
Croatian,Not well,Senior,Ohio/OH,298
French,Well,Senior,Vermont/VT,298
Haitian,Not well,Adult,California/CA,298
Khmer,Well,Senior,Minnesota/MN,298
Other Bantu languages,Well,Senior,Florida/FL,298
Other Eastern Malayo-Polynesian languages,Very well,Adult,Arizona/AZ,298
Swahili,Well,Adult,Illinois/IL,298
Turkish,Not well,Adult,Massachusetts/MA,298
Wolof,Well,Adult,Pennsylvania/PA,298
