"","PWGTP","AGEP","PUMA","ENG_label","LANP_label"
"16090",12,25,"00307","Well","Vietnamese"
"16091",13,26,"00307","Not well","Vietnamese"
"16092",11,84,"00308","Very well","Hawaiian"
"16093",10,69,"00304","Very well","Japanese"
"16094",12,63,"00304","Well","Japanese"
"16095",13,85,"00303","Very well","Japanese"
"16096",22,42,"00305","Very well","Chinese"
"16097",16,42,"00305","Very well","Chinese"
"16098",15,73,"00305","Not at all","Chinese"
"16099",13,73,"00305","Not well","Chinese"
"16100",8,77,"00305","Not well","Filipino"
"16101",12,45,"00307","Very well","Tagalog"
"16102",15,44,"00307","Very well","Tagalog"
"16103",12,13,"00307","Very well","Tagalog"
"16104",2,59,"00100","Very well","Hawaiian"
"16105",14,47,"00303","Very well","Filipino"
"16106",3,34,"00100","Well","Hawaiian"
"16107",33,53,"00306","Very well","Spanish"
"16108",10,58,"00306","Very well","Ilocano"
"16109",33,59,"00308","Very well","Cebuano"
"16110",41,65,"00308","Very well","Cebuano"
"16111",12,54,"00305","Not well","Cantonese"
"16112",15,26,"00305","Very well","Cantonese"
"16113",15,63,"00304","Well","Cantonese"
"16114",24,77,"00100","Very well","Ilocano"
"16115",24,46,"00100","Very well","Ilocano"
"16116",21,70,"00100","Well","Ilocano"
"16117",24,69,"00100","Well","Ilocano"
"16118",22,25,"00100","Very well","Cebuano"
"16119",14,74,"00307","Well","Ilocano"
"16120",13,66,"00307","Well","Ilocano"
"16121",22,47,"00306","Not well","Chinese"
"16122",7,73,"00303","Well","Japanese"
"16123",12,68,"00303","Well","Korean"
"16124",12,72,"00303","Very well","Korean"
"16125",23,60,"00307","Well","Ilocano"
"16126",15,61,"00305","Well","Tagalog"
"16127",15,79,"00305","Well","Ilocano"
"16128",15,74,"00305","Not well","Ilocano"
"16129",14,71,"00305","Well","Ilocano"
"16130",18,67,"00305","Well","Ilocano"
"16131",15,49,"00305","Well","Ilocano"
"16132",20,33,"00100","Very well","Spanish"
"16133",3,66,"00200","Very well","Hawaiian"
"16134",4,44,"00200","Very well","Hawaiian"
"16135",4,10,"00200","Very well","Hawaiian"
"16136",8,45,"00200","Very well","Samoan"
"16137",36,36,"00304","Very well","Spanish"
"16138",41,9,"00304","Very well","Spanish"
"16139",41,7,"00304","Very well","Spanish"
"16140",34,5,"00304","Very well","Spanish"
"16141",17,76,"00306","Not well","Korean"
"16142",20,44,"00306","Very well","Korean"
"16143",15,83,"00303","Very well","Min Nan Chinese"
"16144",7,57,"00308","Very well","Japanese"
"16145",17,42,"00308","Well","Filipino"
"16146",14,22,"00308","Well","Filipino"
"16147",15,17,"00308","Well","Filipino"
"16148",39,25,"00305","Very well","Tagalog"
"16149",29,51,"00305","Well","Tagalog"
"16150",40,37,"00301","Well","Tamil"
"16151",43,39,"00301","Well","Tamil"
"16152",36,10,"00301","Very well","Tamil"
"16153",61,6,"00301","Very well","Tamil"
"16154",13,68,"00100","Very well","Japanese"
"16155",56,34,"00304","Very well","Spanish"
"16156",36,76,"00100","Not well","Chinese"
"16157",31,95,"00100","Not well","Chinese"
"16158",34,73,"00308","Well","Tagalog"
"16159",29,77,"00308","Well","Tagalog"
"16160",16,39,"00200","Very well","Tagalog"
"16161",16,62,"00200","Well","Tagalog"
"16162",30,64,"00100","Very well","Tagalog"
"16163",86,72,"00100","Well","Tongan"
"16164",11,57,"00305","Well","Japanese"
"16165",12,61,"00305","Well","Japanese"
"16166",30,30,"00200","Very well","Japanese"
"16167",47,64,"00100","Very well","Ilocano"
"16168",52,60,"00100","Very well","Ilocano"
"16169",50,40,"00100","Very well","Ilocano"
"16170",46,39,"00100","Very well","Ilocano"
"16171",8,80,"00304","Well","Japanese"
"16172",13,29,"00306","Very well","Spanish"
"16173",14,28,"00306","Very well","Spanish"
"16174",12,52,"00304","Well","Chinese"
"16175",13,58,"00304","Well","Chinese"
"16176",14,20,"00304","Very well","Chinese"
"16177",14,60,"00304","Very well","Korean"
"16178",9,21,"00304","Very well","Korean"
"16179",12,37,"00200","Very well","Tagalog"
"16180",10,14,"00200","Very well","Tagalog"
"16181",9,46,"00305","Very well","Japanese"
"16182",8,88,"00305","Well","Japanese"
"16183",4,66,"00301","Very well","Hawaiian"
"16184",11,58,"00305","Not well","Korean"
"16185",13,58,"00305","Not well","Korean"
"16186",23,10,"00100","Very well","Ilocano"
"16187",19,25,"00307","Very well","Spanish"
"16188",25,58,"00200","Very well","Other English-based Creole languages"
"16189",17,61,"00200","Very well","Other English-based Creole languages"
"16190",26,32,"00308","Well","Japanese"
"16191",21,87,"00306","Very well","Ilocano"
"16192",7,72,"00301","Very well","Tongan"
"16193",18,59,"00304","Well","Vietnamese"
"16194",15,57,"00304","Not well","Vietnamese"
"16195",17,95,"00304","Not well","Vietnamese"
"16196",10,69,"00200","Not well","French"
"16197",24,35,"00306","Very well","Ilocano"
"16198",19,43,"00304","Very well","Tagalog"
"16199",12,72,"00303","Well","Min Nan Chinese"
"16200",12,81,"00303","Well","Min Nan Chinese"
"16201",13,39,"00303","Very well","Min Nan Chinese"
"16202",10,89,"00308","Very well","Japanese"
"16203",18,44,"00308","Very well","Hawaiian"
"16204",59,67,"00301","Not well","Samoan"
"16205",50,67,"00301","Well","Samoan"
"16206",51,46,"00301","Well","Samoan"
"16207",46,31,"00301","Very well","Samoan"
"16208",46,30,"00301","Well","Samoan"
"16209",44,28,"00301","Well","Samoan"
"16210",12,71,"00303","Very well","Japanese"
"16211",11,95,"00303","Very well","Japanese"
"16212",18,47,"00305","Well","Japanese"
"16213",7,57,"00303","Very well","Japanese"
"16214",8,46,"00303","Well","Japanese"
"16215",6,22,"00303","Very well","Japanese"
"16216",8,19,"00303","Very well","Japanese"
"16217",6,15,"00303","Very well","Japanese"
"16218",19,62,"00307","Very well","Spanish"
"16219",18,72,"00307","Not well","Korean"
"16220",28,65,"00304","Well","Korean"
"16221",26,60,"00304","Well","Korean"
"16222",18,37,"00302","Very well","Other Indo-European languages"
"16223",11,48,"00200","Very well","Other English-based Creole languages"
"16224",48,73,"00308","Very well","Hawaiian"
"16225",26,68,"00308","Very well","Hawaiian"
"16226",12,56,"00303","Very well","Japanese"
"16227",13,51,"00306","Very well","Spanish"
"16228",39,54,"00308","Well","Filipino"
"16229",45,79,"00308","Not well","Filipino"
"16230",13,83,"00303","Very well","Japanese"
"16231",14,79,"00303","Very well","Japanese"
"16232",19,26,"00200","Very well","German"
"16233",3,30,"00200","Very well","German"
"16234",39,71,"00304","Not well","Vietnamese"
"16235",34,72,"00304","Not well","Vietnamese"
"16236",14,52,"00308","Very well","Ilocano"
"16237",17,47,"00308","Well","Ilocano"
"16238",15,24,"00308","Very well","Ilocano"
"16239",13,66,"00308","Well","Ilocano"
"16240",11,55,"00302","Well","Korean"
"16241",29,53,"00303","Well","Japanese"
"16242",27,30,"00308","Very well","Filipino"
"16243",20,84,"00307","Not well","Japanese"
"16244",23,81,"00307","Not well","Japanese"
"16245",9,58,"00305","Very well","Urdu"
"16246",4,42,"00100","Very well","Spanish"
"16247",23,69,"00308","Very well","Ilocano"
"16248",24,73,"00308","Very well","Ilocano"
"16249",14,49,"00305","Not at all","Chinese"
"16250",13,46,"00305","Not at all","Chinese"
"16251",14,38,"00305","Not well","Chinese"
"16252",14,10,"00305","Well","Chinese"
"16253",14,39,"00305","Well","Chinese"
"16254",18,40,"00305","Well","Chinese"
"16255",16,12,"00305","Well","Chinese"
"16256",14,9,"00305","Well","Chinese"
"16257",17,37,"00305","Not at all","Chinese"
"16258",11,62,"00305","Not at all","Chinese"
"16259",11,61,"00305","Not at all","Chinese"
"16260",12,57,"00304","Not well","Japanese"
"16261",66,43,"00301","Very well","Spanish"
"16262",36,52,"00302","Very well","Japanese"
"16263",30,53,"00302","Not well","Japanese"
"16264",13,66,"00308","Well","Filipino"
"16265",9,52,"00304","Very well","Japanese"
"16266",23,63,"00100","Well","Filipino"
"16267",26,56,"00100","Not well","Filipino"
"16268",22,24,"00100","Very well","Filipino"
"16269",25,65,"00100","Very well","Filipino"
"16270",25,58,"00100","Well","Filipino"
"16271",24,56,"00100","Not well","Filipino"
"16272",121,34,"00304","Well","Spanish"
"16273",11,59,"00308","Very well","Tagalog"
"16274",13,56,"00308","Very well","Tagalog"
"16275",33,39,"00308","Very well","Hawaiian"
"16276",62,46,"00308","Very well","Tongan"
"16277",21,17,"00308","Very well","Hawaiian"
"16278",33,10,"00308","Very well","Hawaiian"
"16279",15,29,"00306","Very well","Tagalog"
"16280",6,54,"00301","Not well","Tagalog"
"16281",56,40,"00308","Well","Filipino"
"16282",41,69,"00308","Not well","Filipino"
"16283",52,41,"00308","Very well","Filipino"
"16284",43,74,"00303","Well","Japanese"
"16285",40,62,"00303","Not well","Japanese"
"16286",46,38,"00303","Very well","Japanese"
"16287",47,36,"00303","Very well","Japanese"
"16288",58,5,"00303","Not well","Japanese"
"16289",13,63,"00305","Not well","Tagalog"
"16290",15,65,"00305","Not well","Tagalog"
"16291",14,61,"00305","Not well","Tagalog"
"16292",14,89,"00305","Not at all","Tagalog"
"16293",13,46,"00305","Well","Tagalog"
"16294",12,64,"00305","Not well","Tagalog"
"16295",21,37,"00308","Not well","Ilocano"
"16296",22,34,"00308","Well","Tagalog"
"16297",19,6,"00308","Well","Ilocano"
"16298",13,58,"00308","Not well","Ilocano"
"16299",19,36,"00302","Very well","Russian"
"16300",16,46,"00305","Very well","Ilocano"
"16301",15,38,"00305","Well","Chinese"
"16302",17,8,"00305","Very well","Chinese"
"16303",14,80,"00305","Well","Ilocano"
"16304",21,21,"00302","Well","Hmong"
"16305",20,21,"00302","Very well","Hmong"
"16306",20,21,"00302","Very well","Hmong"
"16307",17,77,"00100","Well","Japanese"
"16308",35,34,"00304","Very well","Korean"
"16309",13,46,"00302","Well","Japanese"
"16310",14,11,"00302","Well","Japanese"
"16311",11,44,"00307","Very well","Spanish"
"16312",9,44,"00307","Very well","Spanish"
"16313",19,49,"00200","Very well","Tagalog"
"16314",14,50,"00200","Very well","Tagalog"
"16315",15,17,"00200","Very well","Tagalog"
"16316",13,24,"00200","Very well","Tagalog"
"16317",14,70,"00200","Well","Tagalog"
"16318",27,62,"00200","Not well","Filipino"
"16319",33,75,"00200","Very well","Other English-based Creole languages"
"16320",16,50,"00305","Very well","Chinese"
"16321",14,79,"00305","Well","Chinese"
"16322",13,52,"00307","Well","Ilocano"
"16323",12,52,"00307","Well","Ilocano"
"16324",2,60,"00200","Very well","Hawaiian"
"16325",3,88,"00200","Very well","Hawaiian"
"16326",21,56,"00308","Very well","Spanish"
"16327",15,40,"00308","Very well","Ilocano"
"16328",14,41,"00308","Very well","Ilocano"
"16329",13,21,"00308","Not well","Ilocano"
"16330",21,41,"00308","Well","Tamil"
"16331",22,34,"00308","Well","Tamil"
"16332",23,10,"00308","Well","Tamil"
"16333",13,41,"00304","Very well","Tagalog"
"16334",5,6,"00305","Very well","Spanish"
"16335",12,27,"00306","Very well","Other English-based Creole languages"
"16336",17,32,"00304","Very well","Korean"
"16337",7,65,"00303","Very well","Japanese"
"16338",5,63,"00303","Very well","Japanese"
"16339",6,61,"00303","Very well","Japanese"
"16340",7,95,"00303","Not at all","Japanese"
"16341",11,43,"00305","Well","Ilocano"
"16342",8,41,"00305","Well","Ilocano"
"16343",6,16,"00305","Very well","Ilocano"
"16344",9,9,"00305","Well","Ilocano"
"16345",8,79,"00305","Not well","Ilocano"
"16346",19,78,"00302","Very well","Japanese"
"16347",19,77,"00302","Very well","Japanese"
"16348",11,24,"00302","Not well","Japanese"
"16349",9,34,"00301","Well","Samoan"
"16350",9,25,"00301","Very well","Samoan"
"16351",27,64,"00100","Very well","Tagalog"
"16352",32,44,"00100","Well","Tagalog"
"16353",43,49,"00304","Well","Chinese"
"16354",37,52,"00304","Well","Korean"
"16355",36,12,"00304","Not well","Chinese"
"16356",30,51,"00306","Well","Spanish"
"16357",37,27,"00306","Very well","Spanish"
"16358",22,19,"00306","Very well","Spanish"
"16359",15,84,"00303","Well","Japanese"
"16360",14,51,"00303","Not well","Japanese"
"16361",13,50,"00304","Very well","Russian"
"16362",12,51,"00304","Not at all","Russian"
"16363",16,26,"00304","Very well","Russian"
"16364",9,21,"00304","Very well","Russian"
"16365",25,31,"00100","Very well","Spanish"
"16366",6,63,"00306","Very well","Tagalog"
"16367",17,37,"00301","Very well","Tagalog"
"16368",18,37,"00301","Well","Ilocano"
"16369",14,57,"00301","Well","Tagalog"
"16370",13,55,"00301","Well","Tagalog"
"16371",21,53,"00200","Well","Chinese"
"16372",24,53,"00200","Well","Cantonese"
"16373",17,47,"00200","Very well","Filipino"
"16374",13,78,"00302","Very well","Japanese"
"16375",15,56,"00100","Very well","Ilocano"
"16376",16,58,"00100","Very well","Cebuano"
"16377",20,27,"00100","Very well","Ilocano"
"16378",14,28,"00100","Very well","Ilocano"
"16379",16,70,"00304","Very well","Other Eastern Malayo-Polynesian languages"
"16380",22,58,"00100","Well","Mandarin"
"16381",4,23,"00301","Very well","Spanish"
"16382",2,51,"00301","Very well","Tagalog"
"16383",2,53,"00301","Very well","Tagalog"
"16384",1,75,"00301","Very well","Tagalog"
"16385",16,66,"00307","Well","Ilocano"
"16386",17,69,"00307","Very well","Ilocano"
"16387",14,64,"00302","Very well","French"
"16388",16,69,"00302","Very well","French"
"16389",5,30,"00100","Very well","Hawaiian"
"16390",4,52,"00200","Well","Ilocano"
"16391",22,81,"00306","Not well","Japanese"
"16392",21,58,"00306","Not well","Japanese"
"16393",8,66,"00200","Very well","Other English-based Creole languages"
"16394",7,73,"00301","Very well","Hawaiian"
"16395",8,70,"00301","Very well","Japanese"
"16396",13,47,"00306","Very well","Korean"
"16397",11,9,"00306","Very well","Korean"
"16398",4,35,"00100","Very well","Hawaiian"
"16399",2,10,"00100","Very well","Hawaiian"
"16400",3,8,"00100","Very well","Hawaiian"
"16401",1,5,"00100","Very well","Hawaiian"
"16402",10,57,"00307","Very well","Spanish"
"16403",12,56,"00307","Very well","Italian"
"16404",7,61,"00306","Not well","Chuukese"
"16405",6,26,"00306","Very well","Chuukese"
"16406",6,23,"00306","Well","Chuukese"
"16407",9,59,"00100","Very well","German"
"16408",8,48,"00307","Well","Filipino"
"16409",9,48,"00307","Very well","Filipino"
"16410",8,90,"00307","Well","Japanese"
"16411",8,77,"00307","Well","Japanese"
"16412",21,78,"00304","Well","Serbian"
"16413",31,79,"00304","Not well","Serbian"
"16414",74,70,"00100","Very well","Spanish"
"16415",47,48,"00100","Very well","Vietnamese"
"16416",33,46,"00200","Well","Bengali"
"16417",28,55,"00304","Very well","Other Eastern Malayo-Polynesian languages"
"16418",45,53,"00304","Very well","Other Eastern Malayo-Polynesian languages"
"16419",25,17,"00304","Very well","Other Eastern Malayo-Polynesian languages"
"16420",8,76,"00301","Not well","Filipino"
"16421",11,51,"00100","Well","Tagalog"
"16422",13,47,"00100","Well","Tagalog"
"16423",12,17,"00100","Very well","Tagalog"
"16424",12,10,"00100","Very well","Ilocano"
"16425",21,59,"00100","Well","Japanese"
"16426",15,39,"00100","Not well","Spanish"
"16427",12,19,"00100","Very well","Spanish"
"16428",28,15,"00100","Very well","Spanish"
"16429",28,15,"00100","Very well","Spanish"
"16430",12,58,"00307","Very well","Spanish"
"16431",10,58,"00307","Very well","Spanish"
"16432",26,39,"00307","Very well","Japanese"
"16433",12,66,"00308","Well","Ilocano"
"16434",12,59,"00308","Well","Ilocano"
"16435",12,63,"00306","Not well","Cantonese"
"16436",10,56,"00306","Well","Cantonese"
"16437",6,54,"00200","Very well","Hawaiian"
"16438",6,72,"00200","Very well","Japanese"
"16439",37,43,"00200","Well","Chinese"
"16440",61,46,"00200","Well","Vietnamese"
"16441",9,70,"00306","Well","Tagalog"
"16442",4,52,"00200","Well","Tongan"
"16443",40,24,"00307","Very well","Chinese"
"16444",9,64,"00100","Very well","Other English-based Creole languages"
"16445",5,62,"00100","Very well","Samoan"
"16446",16,25,"00200","Well","Thai"
"16447",33,28,"00200","Not well","Thai"
"16448",14,55,"00200","Not well","Thai"
"16449",14,68,"00306","Well","Filipino"
"16450",15,80,"00306","Well","Filipino"
"16451",18,49,"00306","Very well","Filipino"
"16452",20,51,"00305","Not well","Chuukese"
"16453",15,29,"00305","Not well","Chuukese"
"16454",21,6,"00305","Not well","Chuukese"
"16455",20,30,"00305","Not well","Chuukese"
"16456",15,29,"00305","Not well","Chuukese"
"16457",23,30,"00308","Very well","Spanish"
"16458",23,33,"00308","Very well","Spanish"
"16459",13,49,"00303","Well","Chinese"
"16460",13,80,"00304","Well","Japanese"
"16461",18,86,"00303","Well","Japanese"
"16462",15,59,"00304","Well","Mandarin"
"16463",3,58,"00305","Very well","Other English-based Creole languages"
"16464",10,57,"00303","Very well","Korean"
"16465",49,54,"00303","Not well","Chinese"
"16466",51,43,"00303","Well","Chinese"
"16467",47,51,"00303","Not well","Vietnamese"
"16468",26,61,"00100","Very well","Dutch"
"16469",21,30,"00306","Very well","Tagalog"
"16470",21,31,"00306","Very well","Tagalog"
"16471",15,74,"00306","Well","Tagalog"
"16472",24,95,"00307","Very well","Japanese"
"16473",12,92,"00307","Well","Korean"
"16474",14,90,"00307","Well","Korean"
"16475",27,67,"00308","Very well","Japanese"
"16476",27,59,"00308","Well","Japanese"
"16477",33,28,"00308","Very well","Japanese"
"16478",26,51,"00200","Very well","Marshallese"
"16479",28,52,"00200","Very well","Marshallese"
"16480",30,29,"00200","Very well","Marshallese"
"16481",33,20,"00200","Very well","Marshallese"
"16482",43,67,"00308","Very well","Tagalog"
"16483",37,83,"00308","Very well","Tagalog"
"16484",46,40,"00308","Very well","Tagalog"
"16485",44,29,"00308","Very well","Tagalog"
"16486",25,37,"00308","Very well","Farsi"
"16487",12,65,"00306","Not well","Chinese"
"16488",16,27,"00306","Not well","Japanese"
"16489",12,61,"00302","Well","Japanese"
"16490",13,69,"00302","Well","Japanese"
"16491",13,67,"00303","Very well","French"
"16492",25,14,"00303","Very well","French"
"16493",13,68,"00303","Very well","Italian"
"16494",15,41,"00200","Well","Ilocano"
"16495",13,43,"00200","Well","Ilocano"
"16496",39,18,"00200","Well","Ilocano"
"16497",7,70,"00304","Well","Japanese"
"16498",6,58,"00307","Very well","Chinese"
"16499",17,30,"00306","Not well","Spanish"
"16500",13,58,"00306","Very well","Chinese"
