"","PWGTP","AGEP","PUMA","ENG_label","LANP_label"
"4736",7,72,"00306","Not well","Ilocano"
"4737",46,84,"00303","Very well","Japanese"
"4738",11,54,"00100","Very well","Filipino"
"4739",11,49,"00100","Very well","Filipino"
"4740",19,24,"00100","Very well","Filipino"
"4741",31,75,"00200","Well","Filipino"
"4742",16,52,"00306","Well","Korean"
"4743",17,56,"00306","Well","Korean"
"4744",14,17,"00306","Very well","Korean"
"4745",16,39,"00304","Well","Hawaiian"
"4746",18,12,"00304","Well","Hawaiian"
"4747",25,21,"00100","Very well","Hawaiian"
"4748",12,66,"00304","Very well","Spanish"
"4749",15,58,"00306","Well","Arabic"
"4750",11,58,"00308","Very well","Thai"
"4751",11,58,"00308","Well","Thai"
"4752",31,24,"00200","Very well","Spanish"
"4753",35,91,"00306","Very well","French"
"4754",30,61,"00200","Well","Ilocano"
"4755",32,56,"00200","Very well","Ilocano"
"4756",60,29,"00200","Very well","Ilocano"
"4757",32,22,"00200","Very well","Ilocano"
"4758",60,30,"00200","Very well","Ilocano"
"4759",11,46,"00305","Well","Chinese"
"4760",12,37,"00305","Not well","Chinese"
"4761",13,9,"00305","Very well","Chinese"
"4762",74,80,"00306","Very well","Cantonese"
"4763",70,76,"00306","Well","Cantonese"
"4764",12,66,"00301","Very well","Hawaiian"
"4765",16,29,"00301","Very well","Hawaiian"
"4766",9,23,"00301","Very well","Hawaiian"
"4767",14,22,"00301","Very well","Hawaiian"
"4768",15,32,"00301","Very well","Hawaiian"
"4769",52,74,"00307","Very well","Ilocano"
"4770",7,74,"00305","Not well","Tagalog"
"4771",6,58,"00301","Very well","Filipino"
"4772",2,48,"00100","Not well","Other Eastern Malayo-Polynesian languages"
"4773",3,42,"00100","Well","Other Eastern Malayo-Polynesian languages"
"4774",21,35,"00303","Not at all","Spanish"
"4775",18,62,"00303","Well","Japanese"
"4776",51,44,"00301","Very well","Samoan"
"4777",22,57,"00200","Very well","Other English-based Creole languages"
"4778",9,74,"00305","Not well","Filipino"
"4779",8,71,"00305","Not well","Tagalog"
"4780",11,53,"00305","Not well","Filipino"
"4781",10,40,"00305","Well","Filipino"
"4782",10,58,"00305","Not well","Tagalog"
"4783",11,55,"00305","Not well","Tagalog"
"4784",12,53,"00305","Not well","Ilocano"
"4785",11,52,"00305","Not well","Ilocano"
"4786",11,45,"00305","Not well","Tagalog"
"4787",12,59,"00305","Very well","Ilocano"
"4788",29,90,"00303","Not well","Mandarin"
"4789",36,54,"00303","Very well","Mandarin"
"4790",12,69,"00303","Very well","Korean"
"4791",59,42,"00302","Very well","Polish"
"4792",62,46,"00302","Very well","Polish"
"4793",64,38,"00308","Very well","Ilocano"
"4794",24,42,"00303","Very well","Japanese"
"4795",16,83,"00303","Very well","Spanish"
"4796",14,47,"00200","Very well","Hawaiian"
"4797",29,46,"00200","Very well","Hawaiian"
"4798",14,74,"00100","Well","Ilocano"
"4799",20,58,"00100","Well","Ilocano"
"4800",13,51,"00304","Not well","Chinese"
"4801",13,12,"00304","Very well","Chinese"
"4802",29,50,"00304","Very well","Cantonese"
"4803",82,70,"00304","Not well","Cantonese"
"4804",61,37,"00200","Very well","Spanish"
"4805",65,12,"00200","Very well","Hawaiian"
"4806",74,7,"00200","Very well","Hawaiian"
"4807",19,44,"00308","Very well","Ilocano"
"4808",19,46,"00308","Very well","Ilocano"
"4809",18,8,"00308","Well","Tagalog"
"4810",9,73,"00200","Well","Other English-based Creole languages"
"4811",9,76,"00200","Well","Other English-based Creole languages"
"4812",15,32,"00200","Very well","Other English-based Creole languages"
"4813",14,76,"00200","Very well","Spanish"
"4814",19,79,"00200","Well","Spanish"
"4815",13,51,"00305","Very well","Japanese"
"4816",15,17,"00305","Very well","Japanese"
"4817",19,87,"00305","Very well","Japanese"
"4818",18,27,"00306","Very well","Spanish"
"4819",29,30,"00306","Very well","Spanish"
"4820",13,42,"00305","Well","Tagalog"
"4821",14,47,"00305","Well","Ilocano"
"4822",15,44,"00305","Well","Tagalog"
"4823",14,74,"00305","Well","Ilocano"
"4824",18,36,"00305","Well","Tagalog"
"4825",42,76,"00100","Well","Hawaiian"
"4826",27,61,"00303","Very well","Spanish"
"4827",24,38,"00100","Well","Filipino"
"4828",26,38,"00100","Very well","Filipino"
"4829",22,13,"00100","Very well","Filipino"
"4830",27,71,"00100","Well","Filipino"
"4831",19,65,"00100","Well","Filipino"
"4832",30,89,"00307","Very well","Hawaiian"
"4833",22,50,"00308","Well","Filipino"
"4834",25,53,"00308","Not well","Filipino"
"4835",20,38,"00303","Well","Spanish"
"4836",29,56,"00307","Very well","Tagalog"
"4837",36,61,"00307","Very well","Tagalog"
"4838",32,54,"00307","Well","Tagalog"
"4839",34,51,"00307","Very well","Tagalog"
"4840",29,49,"00307","Well","Tagalog"
"4841",29,28,"00307","Very well","Tagalog"
"4842",33,26,"00307","Well","Tagalog"
"4843",25,83,"00305","Not well","Ilocano"
"4844",29,50,"00305","Very well","Ilocano"
"4845",27,8,"00305","Very well","Ilocano"
"4846",40,60,"00100","Very well","Hawaiian"
"4847",30,56,"00100","Very well","Hawaiian"
"4848",10,65,"00200","Very well","Hawaiian"
"4849",16,70,"00304","Not well","Vietnamese"
"4850",23,45,"00304","Very well","Vietnamese"
"4851",25,56,"00304","Very well","Vietnamese"
"4852",25,61,"00304","Well","Vietnamese"
"4853",16,45,"00100","Very well","Hawaiian"
"4854",19,21,"00303","Very well","Spanish"
"4855",24,51,"00304","Very well","Spanish"
"4856",22,52,"00304","Very well","Tagalog"
"4857",24,16,"00304","Very well","Cebuano"
"4858",11,76,"00200","Well","Ilocano"
"4859",36,40,"00303","Well","Korean"
"4860",33,43,"00303","Well","Korean"
"4861",37,10,"00303","Very well","Korean"
"4862",37,5,"00303","Not well","Korean"
"4863",17,46,"00200","Very well","Hawaiian"
"4864",17,43,"00200","Very well","Hawaiian"
"4865",18,8,"00200","Very well","Hawaiian"
"4866",14,48,"00303","Very well","Chinese"
"4867",15,47,"00303","Very well","Chinese"
"4868",18,76,"00303","Not at all","Chinese"
"4869",10,26,"00306","Very well","Spanish"
"4870",30,54,"00200","Very well","French"
"4871",17,24,"00100","Well","Filipino"
"4872",24,24,"00100","Very well","Tagalog"
"4873",3,61,"00200","Very well","French"
"4874",4,5,"00200","Very well","French"
"4875",5,87,"00200","Very well","French"
"4876",23,23,"00307","Very well","French"
"4877",58,91,"00308","Very well","Cebuano"
"4878",4,44,"00100","Not well","Other Native North American languages"
"4879",28,24,"00302","Very well","Spanish"
"4880",28,28,"00302","Very well","Spanish"
"4881",17,76,"00305","Very well","Ilocano"
"4882",17,75,"00305","Well","Ilocano"
"4883",22,69,"00305","Well","Ilocano"
"4884",20,67,"00305","Well","Ilocano"
"4885",25,38,"00305","Very well","Ilocano"
"4886",20,37,"00305","Very well","Ilocano"
"4887",37,34,"00304","Very well","Korean"
"4888",15,40,"00302","Very well","Hindi"
"4889",15,37,"00302","Very well","Hindi"
"4890",44,26,"00305","Well","Samoan"
"4891",36,27,"00305","Very well","Samoan"
"4892",49,8,"00305","Very well","Samoan"
"4893",23,40,"00306","Well","Ilocano"
"4894",25,41,"00306","Well","Ilocano"
"4895",25,41,"00308","Very well","Samoan"
"4896",65,61,"00200","Well","Ilocano"
"4897",124,28,"00200","Very well","Ilocano"
"4898",116,67,"00200","Not at all","Ilocano"
"4899",3,62,"00200","Not well","Ilocano"
"4900",7,65,"00200","Well","Ilocano"
"4901",8,88,"00200","Not well","Ilocano"
"4902",7,67,"00200","Well","Ilocano"
"4903",23,30,"00308","Very well","Ukrainian"
"4904",26,34,"00308","Very well","Spanish"
"4905",21,57,"00200","Well","German"
"4906",33,80,"00308","Very well","Hawaiian"
"4907",4,65,"00200","Very well","Hawaiian"
"4908",24,28,"00304","Well","Hawaiian"
"4909",14,27,"00305","Very well","Chinese"
"4910",19,57,"00305","Not well","Chinese"
"4911",13,74,"00307","Very well","Japanese"
"4912",15,80,"00307","Very well","Ilocano"
"4913",15,48,"00307","Very well","Japanese"
"4914",16,89,"00307","Well","Japanese"
"4915",12,65,"00100","Not well","Ilocano"
"4916",26,29,"00100","Not well","Ilocano"
"4917",20,54,"00100","Not well","Ilocano"
"4918",22,59,"00100","Not well","Ilocano"
"4919",2,51,"00305","Very well","Samoan"
"4920",7,26,"00308","Very well","Mandarin"
"4921",19,52,"00100","Very well","Spanish"
"4922",45,46,"00100","Well","Spanish"
"4923",42,11,"00100","Very well","Spanish"
"4924",23,49,"00308","Well","Ilocano"
"4925",3,51,"00100","Very well","Hawaiian"
"4926",24,73,"00301","Very well","Ilocano"
"4927",27,62,"00301","Very well","Ilocano"
"4928",101,33,"00303","Very well","Japanese"
"4929",98,32,"00303","Very well","Japanese"
"4930",20,66,"00301","Very well","Hawaiian"
"4931",8,52,"00302","Very well","Spanish"
"4932",7,44,"00200","Well","Ilocano"
"4933",8,54,"00200","Well","Ilocano"
"4934",5,37,"00308","Very well","Hawaiian"
"4935",13,85,"00307","Not well","Japanese"
"4936",12,80,"00307","Well","Filipino"
"4937",12,81,"00307","Not well","Filipino"
"4938",14,55,"00307","Not well","Filipino"
"4939",13,52,"00307","Not well","Filipino"
"4940",13,46,"00307","Well","Filipino"
"4941",14,43,"00307","Well","Filipino"
"4942",12,13,"00307","Well","Filipino"
"4943",11,11,"00307","Well","Filipino"
"4944",11,9,"00307","Not well","Filipino"
"4945",32,79,"00200","Well","German"
"4946",16,76,"00306","Very well","Japanese"
"4947",18,58,"00100","Well","Korean"
"4948",46,27,"00302","Very well","Spanish"
"4949",16,84,"00304","Well","Japanese"
"4950",17,50,"00308","Very well","Tagalog"
"4951",38,52,"00306","Not well","Ilocano"
"4952",36,51,"00306","Well","Ilocano"
"4953",13,72,"00302","Very well","Chinese"
"4954",9,56,"00308","Very well","Spanish"
"4955",15,30,"00307","Very well","Tagalog"
"4956",11,29,"00307","Very well","Filipino"
"4957",14,48,"00305","Well","Cantonese"
"4958",15,39,"00305","Very well","Cantonese"
"4959",12,68,"00304","Well","Chinese"
"4960",20,96,"00304","Not well","Chinese"
"4961",10,58,"00307","Very well","Ilocano"
"4962",37,9,"00100","Very well","Korean"
"4963",11,42,"00301","Very well","Dutch"
"4964",13,45,"00306","Very well","Ilocano"
"4965",11,28,"00305","Very well","Ilocano"
"4966",17,51,"00305","Well","Ilocano"
"4967",15,50,"00305","Very well","Tagalog"
"4968",7,84,"00200","Very well","Hawaiian"
"4969",4,90,"00200","Very well","Hawaiian"
"4970",26,65,"00304","Well","Japanese"
"4971",24,63,"00200","Not well","Spanish"
"4972",11,49,"00304","Not well","Japanese"
"4973",11,15,"00304","Very well","Japanese"
"4974",13,47,"00304","Very well","Spanish"
"4975",19,46,"00302","Not well","Vietnamese"
"4976",17,23,"00302","Very well","Vietnamese"
"4977",19,63,"00100","Very well","Tagalog"
"4978",27,15,"00100","Very well","Tagalog"
"4979",24,61,"00100","Not well","Tagalog"
"4980",24,58,"00100","Not well","Tagalog"
"4981",18,54,"00100","Not well","Tagalog"
"4982",17,57,"00100","Not well","Tagalog"
"4983",18,57,"00100","Well","Tagalog"
"4984",18,55,"00100","Very well","Tagalog"
"4985",27,27,"00100","Very well","Tagalog"
"4986",21,23,"00100","Very well","Tagalog"
"4987",19,20,"00100","Very well","Tagalog"
"4988",19,20,"00100","Very well","Tagalog"
"4989",17,48,"00100","Very well","Tagalog"
"4990",19,61,"00100","Very well","Filipino"
"4991",8,60,"00301","Very well","Japanese"
"4992",10,28,"00301","Very well","Tagalog"
"4993",9,46,"00301","Well","Other English-based Creole languages"
"4994",12,46,"00301","Well","Other English-based Creole languages"
"4995",9,15,"00301","Well","Other English-based Creole languages"
"4996",10,13,"00301","Well","Other English-based Creole languages"
"4997",9,11,"00301","Well","Other English-based Creole languages"
"4998",10,8,"00301","Well","Other English-based Creole languages"
"4999",10,6,"00301","Well","Other English-based Creole languages"
"5000",12,50,"00302","Very well","Hawaiian"
"5001",9,62,"00304","Well","Nepali"
"5002",9,54,"00304","Well","Nepali"
"5003",6,41,"00301","Very well","Cantonese"
"5004",6,27,"00301","Very well","Cantonese"
"5005",12,47,"00305","Not well","Chinese"
"5006",15,20,"00305","Very well","Chinese"
"5007",12,17,"00305","Very well","Chinese"
"5008",22,73,"00304","Well","Korean"
"5009",9,69,"00307","Very well","Tagalog"
"5010",9,49,"00307","Well","Tagalog"
"5011",16,46,"00307","Well","Tagalog"
"5012",17,42,"00307","Not well","Ilocano"
"5013",22,55,"00307","Very well","Tagalog"
"5014",21,55,"00307","Very well","Tagalog"
"5015",18,46,"00307","Not well","Tagalog"
"5016",22,57,"00307","Very well","Tagalog"
"5017",18,29,"00307","Very well","Tagalog"
"5018",20,28,"00307","Very well","Tagalog"
"5019",20,27,"00307","Very well","Tagalog"
"5020",17,23,"00307","Not well","Tagalog"
"5021",18,16,"00307","Well","Tagalog"
"5022",17,15,"00307","Well","Tagalog"
"5023",3,44,"00308","Very well","Other Eastern Malayo-Polynesian languages"
"5024",3,23,"00304","Very well","Hawaiian"
"5025",5,23,"00304","Very well","Hawaiian"
"5026",13,83,"00306","Very well","Japanese"
"5027",13,57,"00303","Well","Japanese"
"5028",13,55,"00303","Well","Japanese"
"5029",8,57,"00200","Well","Spanish"
"5030",34,52,"00302","Well","Filipino"
"5031",37,57,"00302","Well","Filipino"
"5032",23,74,"00306","Well","Japanese"
"5033",4,43,"00100","Very well","Filipino"
"5034",15,57,"00303","Very well","Japanese"
"5035",91,43,"00306","Very well","Spanish"
"5036",79,19,"00306","Very well","Spanish"
"5037",43,57,"00305","Well","Tagalog"
"5038",15,40,"00304","Very well","Hawaiian"
"5039",12,33,"00304","Very well","Hawaiian"
"5040",6,68,"00302","Very well","Tagalog"
"5041",5,42,"00302","Very well","Tagalog"
"5042",30,79,"00200","Very well","Japanese"
"5043",99,42,"00200","Very well","German"
"5044",16,84,"00305","Very well","Spanish"
"5045",9,65,"00200","Not well","Ilocano"
"5046",7,55,"00200","Not well","Tagalog"
"5047",19,19,"00200","Very well","Tagalog"
"5048",6,22,"00200","Very well","Tagalog"
"5049",9,51,"00305","Very well","Samoan"
"5050",22,51,"00301","Very well","Hawaiian"
"5051",19,21,"00301","Very well","Hawaiian"
"5052",23,8,"00301","Very well","Hawaiian"
"5053",23,5,"00301","Very well","Hawaiian"
"5054",28,20,"00301","Very well","Hawaiian"
"5055",14,53,"00304","Very well","Italian"
"5056",17,50,"00304","Well","Italian"
"5057",16,29,"00308","Very well","Ilocano"
"5058",55,65,"00307","Well","Filipino"
"5059",16,64,"00303","Very well","Spanish"
"5060",15,63,"00301","Very well","Samoan"
"5061",11,86,"00304","Very well","Japanese"
"5062",15,54,"00305","Well","Filipino"
"5063",15,63,"00305","Not at all","Filipino"
"5064",17,22,"00305","Not well","Filipino"
"5065",19,62,"00305","Well","Filipino"
"5066",20,58,"00305","Very well","Filipino"
"5067",24,34,"00305","Well","Filipino"
"5068",20,59,"00305","Not well","Filipino"
"5069",17,77,"00303","Very well","Japanese"
"5070",30,31,"00307","Very well","Arabic"
"5071",29,25,"00307","Not well","Arabic"
"5072",36,34,"00307","Very well","Arabic"
"5073",33,28,"00307","Not well","Arabic"
"5074",72,44,"00301","Very well","Other English-based Creole languages"
"5075",45,61,"00301","Well","Ilocano"
"5076",47,80,"00301","Very well","Ilocano"
"5077",48,65,"00301","Well","Ilocano"
"5078",41,51,"00301","Well","Ilocano"
"5079",16,75,"00303","Very well","Japanese"
"5080",17,96,"00305","Not at all","Korean"
"5081",14,62,"00301","Well","Samoan"
"5082",14,62,"00301","Well","Samoan"
"5083",7,32,"00200","Not well","Spanish"
"5084",7,26,"00200","Very well","Spanish"
"5085",14,40,"00301","Very well","Spanish"
"5086",17,8,"00301","Very well","Spanish"
"5087",12,5,"00301","Very well","Spanish"
"5088",8,44,"00200","Very well","Hawaiian"
"5089",6,16,"00200","Very well","Hawaiian"
"5090",4,14,"00200","Very well","Hawaiian"
"5091",3,10,"00200","Very well","Hawaiian"
"5092",10,21,"00200","Very well","Hawaiian"
"5093",7,17,"00200","Very well","Hawaiian"
"5094",14,58,"00307","Very well","Japanese"
"5095",13,50,"00307","Very well","Tagalog"
"5096",42,47,"00304","Very well","Cantonese"
"5097",11,45,"00305","Well","Samoan"
"5098",17,44,"00305","Very well","Samoan"
"5099",15,56,"00305","Very well","Chinese"
"5100",16,49,"00305","Well","Chinese"
"5101",15,21,"00305","Very well","Chinese"
"5102",17,15,"00305","Very well","Chinese"
"5103",33,20,"00200","Very well","Hawaiian"
"5104",20,27,"00200","Very well","Hawaiian"
"5105",8,63,"00305","Not at all","Cantonese"
"5106",7,53,"00305","Not at all","Cantonese"
"5107",6,17,"00305","Very well","Cantonese"
"5108",14,48,"00304","Well","Cantonese"
"5109",17,46,"00304","Not well","Cantonese"
"5110",17,15,"00304","Very well","Cantonese"
"5111",17,14,"00304","Well","Cantonese"
"5112",18,11,"00304","Well","Cantonese"
"5113",21,68,"00304","Not at all","Cantonese"
"5114",20,48,"00307","Very well","Vietnamese"
"5115",3,52,"00200","Very well","Hawaiian"
"5116",41,66,"00306","Very well","Ilocano"
"5117",44,66,"00306","Very well","Ilocano"
"5118",55,89,"00306","Very well","Ilocano"
"5119",51,62,"00306","Well","Ilocano"
"5120",16,70,"00306","Not well","Ilocano"
"5121",16,67,"00306","Not well","Ilocano"
"5122",25,25,"00306","Very well","Ilocano"
"5123",21,68,"00306","Well","Ilocano"
"5124",20,56,"00306","Very well","Ilocano"
"5125",27,32,"00306","Well","Tagalog"
"5126",16,25,"00306","Very well","Ilocano"
"5127",5,69,"00308","Very well","Hawaiian"
"5128",16,19,"00308","Very well","Hawaiian"
"5129",15,14,"00308","Very well","Hawaiian"
"5130",8,43,"00305","Not well","Japanese"
"5131",8,55,"00305","Very well","Japanese"
"5132",7,49,"00301","Very well","Other Eastern Malayo-Polynesian languages"
"5133",10,49,"00301","Very well","Other Eastern Malayo-Polynesian languages"
"5134",13,68,"00306","Well","Japanese"
"5135",15,77,"00306","Not well","Japanese"
"5136",5,33,"00200","Very well","Spanish"
"5137",3,35,"00200","Very well","Spanish"
"5138",2,56,"00200","Very well","Hawaiian"
"5139",2,49,"00200","Very well","Spanish"
"5140",26,48,"00305","Very well","Marshallese"
"5141",34,55,"00305","Very well","Marshallese"
"5142",47,17,"00305","Very well","Marshallese"
"5143",33,58,"00200","Very well","Other English-based Creole languages"
"5144",57,60,"00302","Very well","Italian"
"5145",52,56,"00302","Very well","Japanese"
"5146",29,57,"00100","Not at all","Chuukese"
"5147",23,89,"00100","Not at all","Chuukese"
"5148",3,84,"00100","Not well","Ilocano"
"5149",15,22,"00302","Very well","Spanish"
"5150",10,62,"00100","Very well","Ilocano"
"5151",9,47,"00100","Very well","Ilocano"
"5152",11,63,"00100","Not well","Ilocano"
"5153",41,37,"00303","Well","Marshallese"
"5154",52,36,"00303","Well","Marshallese"
"5155",43,12,"00303","Very well","Marshallese"
"5156",43,8,"00303","Very well","Marshallese"
"5157",18,59,"00200","Very well","German"
"5158",16,74,"00306","Well","Tagalog"
"5159",16,67,"00306","Well","Ilocano"
"5160",21,71,"00305","Not well","Ilocano"
"5161",23,74,"00305","Not well","Ilocano"
"5162",53,72,"00200","Very well","Spanish"
"5163",14,47,"00307","Very well","Ilocano"
"5164",11,48,"00307","Very well","Ilocano"
"5165",16,29,"00307","Well","Ilocano"
"5166",13,47,"00200","Very well","Hawaiian"
"5167",20,27,"00200","Very well","Hawaiian"
"5168",22,25,"00301","Very well","Spanish"
"5169",25,31,"00306","Very well","Japanese"
"5170",9,48,"00307","Well","Ilocano"
"5171",12,53,"00307","Well","Tagalog"
"5172",12,56,"00307","Well","Tagalog"
"5173",11,51,"00307","Not well","Ilocano"
"5174",12,50,"00307","Well","Ilocano"
"5175",14,85,"00307","Not well","Ilocano"
"5176",13,43,"00307","Well","Ilocano"
"5177",13,37,"00301","Very well","Hawaiian"
"5178",11,36,"00301","Well","Hawaiian"
"5179",13,7,"00301","Well","Hawaiian"
"5180",13,6,"00301","Well","Hawaiian"
"5181",9,53,"00306","Very well","Japanese"
"5182",38,41,"00305","Not well","Mandarin"
"5183",30,40,"00305","Not well","Mandarin"
"5184",30,20,"00305","Well","Mandarin"
"5185",30,20,"00305","Well","Mandarin"
"5186",38,26,"00305","Not well","Mandarin"
"5187",43,25,"00305","Not well","Mandarin"
"5188",7,45,"00302","Very well","Finnish"
"5189",14,78,"00306","Well","Chinese"
"5190",22,28,"00304","Very well","Korean"
"5191",30,35,"00301","Very well","Spanish"
"5192",38,14,"00301","Very well","Spanish"
"5193",38,8,"00301","Very well","Spanish"
"5194",25,52,"00305","Very well","Chinese"
"5195",24,43,"00305","Very well","Chinese"
"5196",28,11,"00305","Well","Chinese"
"5197",15,31,"00304","Very well","Chinese"
"5198",14,64,"00306","Very well","Tagalog"
"5199",15,62,"00306","Very well","Tagalog"
"5200",19,58,"00303","Well","Cantonese"
"5201",33,27,"00303","Very well","Chinese"
"5202",19,17,"00303","Very well","Chinese"
"5203",15,86,"00302","Well","Ilocano"
"5204",18,51,"00302","Very well","Ilocano"
"5205",19,50,"00302","Well","Ilocano"
"5206",19,71,"00302","Well","Ilocano"
"5207",17,68,"00304","Very well","Hungarian"
"5208",28,44,"00306","Very well","Korean"
"5209",30,5,"00306","Well","Korean"
"5210",17,46,"00303","Not well","Cantonese"
"5211",16,56,"00303","Not well","Cantonese"
"5212",14,21,"00303","Very well","Cantonese"
"5213",16,17,"00303","Very well","Cantonese"
"5214",26,25,"00304","Very well","Japanese"
"5215",13,69,"00308","Not well","Korean"
"5216",58,25,"00306","Very well","Tagalog"
"5217",64,48,"00306","Not well","Tagalog"
"5218",14,67,"00304","Very well","Farsi"
"5219",13,70,"00304","Very well","Farsi"
"5220",14,64,"00305","Well","Japanese"
"5221",18,40,"00305","Very well","Chuukese"
"5222",24,26,"00305","Well","Chuukese"
"5223",6,47,"00302","Very well","Japanese"
"5224",27,60,"00301","Very well","Spanish"
"5225",4,28,"00308","Very well","Hawaiian"
"5226",3,8,"00308","Very well","Hawaiian"
"5227",45,31,"00305","Very well","Ilocano"
"5228",54,56,"00305","Well","Ilocano"
"5229",7,52,"00305","Very well","Ilocano"
"5230",8,46,"00305","Very well","Ilocano"
"5231",10,50,"00305","Well","Ilocano"
"5232",10,70,"00305","Very well","Ilocano"
"5233",10,77,"00305","Not well","Ilocano"
"5234",11,50,"00305","Not well","Ilocano"
"5235",22,66,"00307","Well","Thai"
"5236",4,67,"00302","Well","Ilocano"
"5237",4,69,"00302","Well","Ilocano"
"5238",14,44,"00305","Well","Chuukese"
"5239",14,18,"00305","Very well","Chuukese"
"5240",11,60,"00305","Well","Korean"
"5241",12,57,"00305","Well","Korean"
"5242",24,66,"00304","Well","Vietnamese"
"5243",26,58,"00304","Not well","Vietnamese"
"5244",23,33,"00307","Very well","Japanese"
"5245",10,26,"00200","Well","Japanese"
"5246",17,27,"00200","Well","Japanese"
"5247",15,69,"00200","Well","Tagalog"
"5248",28,60,"00304","Well","Cantonese"
"5249",4,43,"00308","Very well","Filipino"
"5250",5,45,"00308","Very well","Filipino"
"5251",5,71,"00308","Well","Filipino"
"5252",12,27,"00302","Well","Vietnamese"
"5253",7,59,"00303","Very well","Ilocano"
"5254",8,53,"00303","Very well","Tagalog"
"5255",9,51,"00303","Very well","Ilocano"
"5256",50,73,"00200","Very well","Japanese"
"5257",47,69,"00200","Not well","Japanese"
"5258",13,66,"00303","Well","Hungarian"
"5259",14,62,"00305","Very well","Tagalog"
"5260",14,80,"00304","Well","Korean"
"5261",8,89,"00200","Very well","Hawaiian"
"5262",8,68,"00200","Very well","Hawaiian"
"5263",7,67,"00200","Very well","Hawaiian"
"5264",5,59,"00200","Very well","Hawaiian"
"5265",5,41,"00200","Very well","Hawaiian"
"5266",20,27,"00304","Very well","Tagalog"
"5267",28,58,"00304","Well","Tagalog"
"5268",42,24,"00100","Very well","Hawaiian"
"5269",9,67,"00307","Well","Tagalog"
"5270",9,71,"00307","Well","Tagalog"
"5271",25,40,"00302","Very well","Spanish"
"5272",23,23,"00307","Very well","Spanish"
"5273",15,46,"00305","Very well","Ilocano"
"5274",13,47,"00305","Very well","Ilocano"
"5275",38,39,"00306","Very well","Spanish"
"5276",27,36,"00306","Very well","Spanish"
"5277",24,67,"00200","Very well","Hawaiian"
"5278",20,63,"00307","Very well","French"
"5279",13,91,"00302","Well","Japanese"
"5280",9,53,"00302","Very well","Other English-based Creole languages"
"5281",16,74,"00305","Well","Tagalog"
"5282",17,43,"00305","Very well","Tagalog"
"5283",46,31,"00307","Not well","Chuukese"
"5284",64,11,"00307","Well","Chuukese"
"5285",44,38,"00307","Not well","Chuukese"
"5286",50,35,"00303","Very well","French"
"5287",57,34,"00303","Very well","French"
"5288",26,81,"00307","Well","Japanese"
"5289",8,40,"00200","Very well","Other English-based Creole languages"
"5290",14,96,"00302","Well","Japanese"
"5291",23,50,"00304","Very well","Spanish"
"5292",13,79,"00307","Not well","Korean"
"5293",8,31,"00305","Very well","Other English-based Creole languages"
"5294",10,22,"00305","Very well","Other English-based Creole languages"
"5295",15,43,"00307","Very well","Japanese"
"5296",11,41,"00100","Very well","Hawaiian"
"5297",53,33,"00100","Very well","Hawaiian"
"5298",64,27,"00100","Very well","Hawaiian"
"5299",54,11,"00100","Very well","Hawaiian"
"5300",12,74,"00306","Well","Japanese"
"5301",2,43,"00304","Very well","Hawaiian"
"5302",1,17,"00304","Very well","Hawaiian"
"5303",9,63,"00307","Very well","Ilocano"
"5304",14,62,"00306","Well","Filipino"
"5305",18,60,"00306","Well","Filipino"
"5306",13,87,"00306","Very well","Filipino"
"5307",33,43,"00304","Very well","Samoan"
"5308",47,18,"00304","Very well","Samoan"
"5309",15,38,"00306","Very well","Cantonese"
"5310",17,7,"00306","Very well","Cantonese"
"5311",21,38,"00306","Very well","Cantonese"
"5312",20,64,"00306","Very well","Cantonese"
"5313",20,62,"00306","Very well","Cantonese"
"5314",13,59,"00304","Very well","Japanese"
"5315",12,42,"00200","Very well","Other English-based Creole languages"
"5316",11,42,"00200","Very well","Other English-based Creole languages"
"5317",10,46,"00304","Well","Japanese"
"5318",20,33,"00304","Very well","Korean"
"5319",8,43,"00200","Very well","Spanish"
"5320",14,49,"00200","Very well","Filipino"
"5321",52,59,"00200","Very well","Spanish"
"5322",21,50,"00304","Very well","Hawaiian"
"5323",22,38,"00305","Very well","Cebuano"
"5324",29,63,"00305","Not well","Cebuano"
"5325",71,50,"00308","Not well","Vietnamese"
"5326",90,49,"00308","Not well","Vietnamese"
"5327",71,17,"00308","Very well","Vietnamese"
"5328",85,14,"00308","Very well","Vietnamese"
"5329",9,52,"00305","Not well","Vietnamese"
"5330",8,16,"00305","Very well","Vietnamese"
"5331",8,66,"00100","Very well","Hawaiian"
"5332",31,34,"00100","Very well","Mandarin"
"5333",52,7,"00100","Very well","Mandarin"
"5334",26,34,"00307","Very well","Marshallese"
"5335",25,35,"00307","Very well","Marshallese"
"5336",36,25,"00307","Very well","Marshallese"
"5337",15,96,"00304","Very well","Japanese"
"5338",11,77,"00200","Not well","Portuguese"
"5339",9,55,"00306","Well","Ilocano"
"5340",9,38,"00306","Well","Ilocano"
"5341",22,26,"00304","Very well","Chinese"
"5342",15,49,"00308","Well","Filipino"
"5343",14,43,"00308","Well","Filipino"
"5344",16,26,"00308","Well","Filipino"
"5345",17,69,"00308","Not well","Filipino"
"5346",17,68,"00308","Not well","Filipino"
"5347",8,65,"00305","Not well","Korean"
"5348",73,17,"00306","Well","Hawaiian"
"5349",15,28,"00304","Well","Japanese"
"5350",15,68,"00305","Very well","Filipino"
"5351",21,40,"00305","Very well","Ilocano"
"5352",23,80,"00305","Not well","Filipino"
